[0:00:29] Ashamix_x: konn
[3:41:25] ten3ten3: 1回カジノか
[3:41:33] すぱ: そもそも家を見てる時点で間違えてるからなｗｗｗ
[3:42:29] マドリディスタ: ただの倉庫なのにアジトレベルww
[3:42:33] レヴィ99: 見覚えあるなここ
[3:42:43] plmqaz1982: www
[3:42:45] sabachann123456: ww
[3:42:50] hachiko0000: wwww
[3:43:10] Kaminagi_TKP: 名前からもう高そうなんよｗ
[3:43:10] amane_s: たぶんやばい女だ…
[3:43:18] plmqaz1982: 家売りつけられる流れに
[3:43:34] karuma_: あれ？
[3:43:40] puuuusan8: あ
[3:43:41] thiru_sudyn: あれ
[3:43:47] o5_oma: たわ…ま
[3:43:49] dopadoyaa: あれw
[3:43:58] たろをまんじ: 既視感
[3:43:59] マドリディスタ: 一回みんなの家見せてもらったほうがいいw
[3:44:03] shun0628ns: あれw
[3:44:06] atsumori_pop: たけえ家売りつけられてわきをにゲラ笑いされる未来が見えるｗ
[3:44:20] risuzu_00: ドミニクの記憶が…
[3:44:25] plmqaz1982: w
[3:44:25] にーとろる: りど、る
[3:44:26] puni_porin: たか
[3:44:29] rinnemu75: り、どる
[3:44:45] KABAYAKIGG: それが1番や
[3:44:49] learnenglish12345: いいね
[3:44:51] dopadoyaa: それが正解やで
[3:44:55] すぱ: もう違う不動産いかないか？ｗｗｗ
[3:44:58] shigechan3rd: こいつは危険だえｗｗｗ
[3:44:59] hachiko0000: wwwwwww
[3:45:00] Kaminagi_TKP: ボスが毛嫌いするわけだｗ
[3:45:03] plmqaz1982: あ、これヤバい女やw
[3:45:06] atsumori_pop: 嫌な営業トークだなｗｗ
[3:45:06] にーとろる: やばい営業されてるw
[3:45:11] 二十日後の緑茶: 本性現したね
[3:45:12] asahiru21: にげべ
[3:45:12] ペにやん0901: わっち芸人じゃなぁーいもーん
[3:45:13] hachiko0000: さすがボスの天敵w
[3:45:16] 職人: 天竜人です・か・・・
[3:45:22] すぱ: そもそも家をさがしてるのがおかしいんだよ…
[3:45:28] mjtdjmngk: かえろw
[3:45:43] utakata0906: 誰か...金貸して...
[3:45:44] レヴィ99: メンバーに無線で聞いてみたら？相場
[3:45:46] みらんちゃゃ: 本当の不動産もこれぐらい押してくる人いそうな気がしてきてしまった
[3:45:47] hachiko0000: wwwww
[3:45:51] iytreszhii: 逃げ切れ
[3:45:55] 狐爪: とうとう本性現したね...
[3:45:58] すぱ: というか他のメンバーのお家一回入れてもらえばいいんじゃないか？
[3:46:02] Kaminagi_TKP: ボタリンの好みは知らねぇよｗｗｗｗ
[3:46:03] 5kaede: 薬で稼ぐためなのに金なくなるってw
[3:46:07] マンボー大使: これはエンタメだから皆んな楽しもう
[3:46:07] shigechan3rd: やっぱあげころだえ
[3:46:08] atsumori_pop: 悪徳不動産に押し切られる図
[3:46:14] gundora23: 使うことないんだよなぁｗ
[3:46:15] にーとろる: 銃殺して逃げろwwwwww
[3:46:23] hachiko0000: これは危険だえw
[3:46:25] たろをまんじ: カモだえ
[3:46:25] KABAYAKIGG: コロモちゃん……助けてぇ
[3:46:26] ten3ten3: これはwwww
[3:46:47] tapitapi777: 高い家を買う展開も面白いえ〜w
[3:46:56] シマシマさん: 逆にいい家買ったら他の女呼んだ時に役立つ可能性がある
[3:47:02] マドリディスタ: 駐車場付きがいい
[3:47:25] utakata0906: 土下座して金貸してもらうか....
[3:47:52] hachiko0000: 同棲ってことで半分出してもらうえw
[3:47:55] flat_sh1ne: ガレージって元々付いてる家以外は別料金かな？
[3:48:35] si0083: カジノで一週間んで３億増やすかえ
[3:49:10] にーとろる: 怖いし逃げようぜ BibleThump BibleThump BibleThump
[3:49:39] atsumori_pop: 1億でもたけえｗｗｗｗｗ
[3:49:47] ネオちー: 断ったら裏からケツモチ出てくる感じ？
[3:49:53] KABAYAKIGG: 部屋？w
[3:50:00] noposan: 何を置くんだえw
[3:50:09] hirokun528: これ同居したいってことか？
[3:50:20] hachiko0000: ボス助けてwww
[3:51:02] hachiko0000: 那須くん助けてw
[3:51:22] 睡眠が不足: 那須くんわっち売り切れられてるえ
[3:51:30] すぱ: これもしかしてなすさん教えるって言ってたから待ってる？ｗｗ
[3:51:35] 職人: ｗｗｗｗｗｗｗｗ
[3:51:36] learnenglish12345: しつこいなw
[3:51:41] thiru_sudyn: 買わされるw
[3:51:46] froyt_: やっぱ二千万やなw
[3:51:48] ぼくでぇす: 借金になるえｗ
[3:51:51] たろをまんじ: 逃げれんww
[3:52:00] karuma_: 押し売り弱ww
[3:52:04] にーとろる: 終わったwww
[3:52:04] plmqaz1982: キャバ嬢よりエグい
[3:52:08] takusuke61: 逃げるんだ！w
[3:52:10] megu0418: あｗ
[3:52:26] hachiko0000: wwwww
[3:52:31] plmqaz1982: www
[3:52:36] froyt_: w
[3:52:41] atsumori_pop: 那須くん助けてｗｗｗｗｗｗ
[3:52:57] すぱ: ボタリンのボタってボッタクリって意味かえ？
[3:52:58] hachiko0000: ほぼw
[3:53:07] 比奈那: たけーよwww
[3:53:13] hachiko0000: やばいってwwwww
[3:53:14] froyt_: メンバー誰か来てもらうえw
[3:53:14] iytreszhii: ばかかよ
[3:53:22] 比奈那: 何個も買う方がいいw
[3:53:27] 5kaede: チョロロスsay
[3:53:29] atsumori_pop: こっわｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3:53:30] かーくん_: えw
[3:53:30] thiru_sudyn: www
[3:53:31] 職人: いいねｗｗｗｗｗｗｗｗｗ
[3:53:31] puni_porin: いいのか？
[3:53:31] iytreszhii: やめとけw
[3:53:32] hachiko0000: 怖いwwww
[3:53:33] レヴィ99: かめとけww
[3:53:34] リーヅモ裏裏: wwww
[3:53:34] KABAYAKIGG: やめとこう流石に
[3:53:35] だーすだよ: まずいえ
[3:53:35] 限界コンカフェ嬢: 他の人から買うえ
[3:53:36] ノーシュ: えぐいえぐいｗｗｗ
[3:53:37] 狐爪: 怖すぎw
[3:53:38] amane_s: は
[3:53:39] iytreszhii: 絶対
[3:53:39] たろをまんじ: え
[3:53:41] atsumori_pop: 本性出てきたってｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3:53:42] si0083: っっっっっww
[3:53:45] hachiko0000: 不動産金持ちだw
[3:53:45] にーとろる: 押し売りRPですか？
[3:53:48] さわー3: もういくしかない
[3:53:53] わんこのぽち: いけ
[3:53:54] si0083: また借金w
[3:53:56] リーヅモ裏裏: 買うしかねえ
[3:53:59] puni_porin: 一緒に住む気で草
[3:53:59] froyt_: 逃げれんw
[3:54:01] わんこのぽち: wwww
[3:54:04] hiyokomanjuuuuu: 今、3億はやめるぇw
[3:54:06] マンボー大使: それも面白いwww
[3:54:07] 奄美迦楼羅: ていうか物置くだけの家で高いのいらんしな
[3:54:09] atsumori_pop: すげえ今ぞわってマジの鳥肌きたってｗｗｗｗｗｗ
[3:54:10] レヴィ99: 薬を置くだけだぞ！チャルロスww
[3:54:11] yoshi000111: 逃げ道がw
[3:54:11] tapitapi777: ここで引き下がるのは天竜人としてどうなんだ？w
[3:54:17] だーすだよ: アジトがあるえ薬置くだけだえ
[3:54:19] skinnydebu: 借金は男の甲斐性だ
[3:54:21] megu0418: 目を覚ませｗ
[3:54:21] シマシマさん: 助けを求めろwww
[3:54:23] マドリディスタ: またボスに肩代わりしてもらう事になるw
[3:54:25] 比奈那: お金借りてヘリ買う方がいいなーw
[3:54:31] mjtdjmngk: チャルが起きなくなるよーw
[3:54:31] ぶらっくさんだー: 目的わすれてんなぁw
[3:54:37] froyt_: あげころちゃんにするえw
[3:54:39] setunry: 7億の家買って借金してきたえーって無線で言ったらまー盛り上がるだろうなw
[3:54:41] ネオちー: このキャバ嬢金銭感覚違いすぎるw
[3:54:42] hachiko0000: 倉庫の目的がwwww
[3:54:43] かーくん_: www
[3:54:44] 狐爪: いらねぇw
[3:54:45] 奄美迦楼羅: 絶対いらんw
[3:54:53] しゅららぼん03: 笑い止まらんw
[3:54:58] 職人: 誰にでも貸せんよ？４億はｗｗｗ
[3:55:00] hachiko0000: おかしいえww
[3:55:00] マドリディスタ: アジトやんw
[3:55:02] sssooolllaaaaa: wwwww
[3:55:10] ぼくでぇす: ｗｗｗｗ
[3:55:13] iytreszhii: チャルまだ18日やでw
[3:55:18] Kaminagi_TKP: 薬とかヤバイ物しまっておくところに同棲は意味わからんてｗ
[3:55:24] かーくん_: ちなみにここなら週何だw？
[3:55:25] 比奈那: 7億薬拠点、逃げ込みおもろwww
[3:55:26] hachiko0000: チャルロスにはまだ早いてwwww
[3:55:29] だーすだよ: 結婚してもらうえ
[3:55:34] hiromuucho1: wwww
[3:55:37] KABAYAKIGG: 無理だ
[3:55:38] puni_porin: なんだこいつw
[3:55:38] sssooolllaaaaa: wwwwwwwwwwwwww
[3:55:39] さわー3: 良かったね一緒にくらせるよw
[3:55:42] 5kaede: こわw
[3:55:44] 狐爪: eavCry eavCry eavCry
[3:55:51] たろをまんじ: こわw
[3:55:53] thiru_sudyn: arikenSyazai
[3:55:53] iytreszhii: 起きなくなるってww
[3:55:53] rinnemu75: ぼしゅーたすけてー
[3:55:55] hachiko0000: えぐいてwwww
[3:56:00] マドリディスタ: どっち転んでもおもろいけどなw
[3:56:05] 比奈那: 7億拠点逃げ込んだら警察ビビるやろwww
[3:56:05] マンボー大使: 借金作らんとチャル起きてこなそうwww
[3:56:06] nikumiso2929: これ買った後逃げられる絵
[3:56:12] 奄美迦楼羅: 世界がやばいって言ってまた逃げべ
[3:56:19] 狐爪: 下手したら起きなく....
[3:56:30] ペにやん0901: ボタリンたのしんでるねーww
[3:56:31] レヴィ99: キッチン自体いらんのよwww
[3:56:36] gundora23: 借りてキャラエンドすべ
[3:56:40] 睡眠が不足: 倉庫、、だえよね？
[3:56:42] iytreszhii: 逃げろww
[3:56:46] すぱ: 薬しまう拠点に白の女と同棲しますって言ったらボスに普通に怒られそうだなｗｗｗ
[3:56:49] iytreszhii: 倉庫、だよな？
[3:56:51] 睡眠が不足: 倉庫に7億使うやつおらんて
[3:56:52] froyt_: 倉庫？w
[3:56:54] 鬼九: いらんいらんｗｗｗ
[3:56:56] tapitapi777: 小さい部屋がいっぱいあるよりは広いのが良いな
[3:57:09] あかさたなやらわ: 収集つかねぇww
[3:57:11] atsumori_pop: 正気に戻ってくれｗｗｗｗ
[3:57:13] ten3ten3: 1人で住む家じゃない笑
[3:57:19] リスキーダイス: 芯を持つえSAY
[3:57:20] plmqaz1982: 売り方がえげつないw
[3:57:22] さわー3: 最低ライン2億です
[3:57:42] froyt_: 高いの見せて妥協で二億買わせるのか
[3:57:47] hirata923: 倉庫狭くてええもんな
[3:57:47] kumasan9393: みんなに倉庫買ってきたって言って7億の家みせたらオモロすぎwww
[3:57:49] 比奈那: みんな何千万やのにほんまおもろいwww
[3:57:53] 2525nicolas: 高いもの提示して2億をやすく錯覚させる作戦か？
[3:58:00] plmqaz1982: いつのまにか2000万から2億の話にw
[3:58:00] cdototay132: 金ためてまたにしたら？
[3:58:21] atsumori_pop: 2億ってもうよくて大型10回成功分だぞｗｗｗｗ
[3:58:21] レヴィ99: 他のメンバーの家を見てないから相場がわからないのかww
[3:58:33] froyt_: カジノ行かないけんなるでw
[3:58:58] iytreszhii: 逃がしてくれwww
[3:59:09] hachiko0000: がんばれw
[3:59:16] atsumori_pop: がんばれチャルｗｗｗｗ
[3:59:18] リスキーダイス: もっといい土地もあるえ
[3:59:18] コンリン: 逃げれないw
[3:59:20] KABAYAKIGG: ええてwww
[3:59:30] ぶたぁー: まぁいつかねwww
[3:59:32] hachiko0000: 高級住宅街w
[3:59:32] 比奈那: がんばえw
[3:59:39] amane_s: 家は別の場所でもいいえ
[3:59:43] すぱ: そもそもあそこって倉庫としての立地どうなんだろう？
[3:59:46] 鬼九: ｗｗｗ
[3:59:47] hachiko0000: よかったwwww
[3:59:51] gundora23: 長かったなぁｗ
[3:59:51] iytreszhii: ちょっと不服そうなんw
[3:59:56] さわー3: wwww
[4:00:01] hachiko0000: wwwww
[4:00:05] kumasan9393: 倉庫選びに来たのにここまで面白い事になるなんてさすがチャルロス！！
[4:00:05] tigersliker1967: わきをみたいなってきたぇw
[4:00:06] かーくん_: チクチクw
[4:00:07] atsumori_pop: 倉庫だからｗｗｗｗ
[4:00:08] リーヅモ裏裏: wwwww
[4:00:13] チャッピぃ: NotLikeThis NotLikeThis NotLikeThis
[4:00:18] ganototosu05: BibleThump BibleThump BibleThump BibleThump
[4:00:19] iytreszhii: バケモンw
[4:00:30] froyt_: 横の人だれだ？餡っぽいけど
[4:00:36] 鬼九: キャバクラ不動産こわいえ～
[4:00:43] 奄美迦楼羅: この不動産の評価☆1かもです
[4:00:45] gundora23: ｗｗｗｗｗｗ
[4:00:46] hachiko0000: 動揺がw
[4:00:49] atsumori_pop: ボスが警戒するのも頷けるぞボタリンｗｗｗｗｗ
[4:00:54] 比奈那: www
[4:00:54] thiru_sudyn: www
[4:01:01] hachiko0000: wwww
[4:01:05] kumasan9393: 今の話をボスにしたら面白そうww
[4:01:36] hachiko0000: wwwwwww
[4:01:42] kumasan9393: www
[4:02:46] ぴーなっつばーたー: くっさいえ
[4:02:58] hachiko0000: お隣さん誰だろw
[4:02:59] Kaminagi_TKP: 隣が女の子なだけでアド
[4:03:04] froyt_: ギャングスターへの道だえ
[4:03:05] iytreszhii: チャルギャングだよ、な？
[4:03:10] 鈴木3: 自分で言うタイプね
[4:03:12] ichisanniiroku: う、うんｗ
[4:03:18] にーとろる: 自分で美女って言いやがったw
[4:03:19] KABAYAKIGG: ボタリンはもう……
[4:03:22] 鬼九: ｗｗｗｗｗ
[4:03:28] hachiko0000: たしかに週4ボタリンこわいwwww
[4:03:30] amane_s: これ買ったら逃げるえ
[4:03:38] atsumori_pop: 18日目の男に7億利子付きで貸そうとするボタリンが怖いｗｗｗｗ
[4:03:56] 狐爪: こわw
[4:03:59] rufesu: w
[4:04:02] puni_porin: こわいってw
[4:04:07] Kaminagi_TKP: なんでぇ～がもう怖く聞こえてきた
[4:04:07] ぼくでぇす: なんでぇ～？
[4:04:13] すぱ: 週4でこれが来るって罰ゲームじゃないか…？
[4:04:14] 奄美迦楼羅: 他にもカモいそう
[4:04:23] にーとろる: 今日以降チャルロスとボタリンが接触することはなかった。
[4:04:29] hachiko0000: 薬どころじゃなかったw
[4:04:39] taaaakunn: ガレージも
[4:04:54] zeke_nananiji: ガレージつくのかな？
[4:05:10] 奄美迦楼羅: これでいいんだよ
[4:05:13] tapitapi777: www
[4:05:15] sa1mon15: www
[4:05:17] 職人: くさっ
[4:05:23] ぼくでぇす: ｗｗｗｗ
[4:05:57] 奄美迦楼羅: ガレージあんの？
[4:06:07] muhmuhkyukyu: 駐車場つけれないのか
[4:06:13] dhhekwgmg: ガレージはなしか
[4:06:15] atsumori_pop: ガレージいらない言ってたよ
[4:06:18] リスキーダイス: ガレージは近くにあるしいいんちゃう
[4:06:19] nalu__o: ガレージはいらないって言ってた
[4:06:20] dhhekwgmg: PopNemo
[4:06:54] RenQxy: 20億は貸せないみたいだねｗ
[4:06:54] Kaminagi_TKP: えぐいｗ
[4:07:04] 奄美迦楼羅: 借金の絆作る気だ
[4:07:07] hachiko0000: wwwwwww
[4:07:10] ワンちゃん猫ちゃん: ｗｗｗ
[4:07:18] aadfwe200: wwwwww
[4:07:19] truetree39: www
[4:07:19] かーくん_: 2時間デート楽しかった？
[4:07:26] hachiko0000: こわい女だえwwww
[4:07:28] 狐爪: もう何もかも怖く聴こえてしまうw
[4:07:29] tigersliker1967: ボスの天敵、恐るべしw
[4:07:42] 奄美迦楼羅: 赤いの
[4:07:44] atsumori_pop: ボスが警戒する女、ボタリン
[4:08:01] masyumallo_1107: PopNemo
[4:08:12] hachiko0000: ボスに聞いてほしいえ
[4:08:20] すぱ: 家買うときにもう電話かけることなさそうでめちゃくちゃ面白いｗｗｗ
[4:08:23] 比奈那: 水取りに行くえ
[4:08:25] hachiko0000: ボタリンのこわさw
[4:08:58] 鬼九: ｗｗｗ
[4:09:16] hachiko0000: ママwww
[4:10:07] iytreszhii: ちゃあるくん
[4:10:13] Kaminagi_TKP: ｗｗｗｗｗｗ
[4:10:19] 比奈那: リコちゃんは諦めるのかえ
[4:10:38] 奄美迦楼羅: まあ結局自分のとこに金入ってくるからな
[4:10:41] iytreszhii: カモやと思われてんでw
[4:11:28] すぱ: ももみちゃんだと3分で終わってたと思うけど内装も見れたしまぁワースか
[4:11:59] 比奈那: じぃ優しいえ
[4:15:25] ぼくでぇす: BJ社長だ
[4:15:34] 奄美迦楼羅: うわー
[4:15:50] gundora23: 12
[4:15:51] twmonitor: やばい
[4:15:52] 奄美迦楼羅: ヒット
[4:15:58] 奄美迦楼羅: あ
[4:16:00] atsumori_pop: ｯｽｰｰｰｰｰｰｰｰｰｰ
[4:16:02] 比奈那: www
[4:16:03] KABAYAKIGG: あ
[4:16:04] sabachann123456: ww
[4:16:10] dopadoyaa: www
[4:16:12] gundora23: 今日は負けと
[4:16:14] hachiko0000: wwww
[4:16:15] レヴィ99: まぁ引かなきゃ負けてた
[4:16:17] リーヅモ裏裏: wwwwww
[4:16:18] tapitapi777: まぁ累計はプラスか
[4:16:25] utakata0906: 一億いけば+
[4:16:25] Kaminagi_TKP: おっとっと
[4:16:32] froyt_: w
[4:16:37] gundora23: いけいえ！
[4:16:38] risuzu_00: この前言ってた勝つ法則左から2番目に座るんじゃなかったのかえ？
[4:16:39] きぃ_たいぷ_あーる: 左から2番目席じゃないから～～ｗｗ
[4:16:40] dopadoyaa: www
[4:16:42] twmonitor: チャルも発症してしまった…
[4:16:49] にーとろる: 誰も止めなかった
[4:16:50] Kaminagi_TKP: あー席ね
[4:17:00] aadfwe200: 椅子が違う
[4:17:00] atsumori_pop: 薬始めれば取り返せるから・・・
[4:17:01] すぱ: 3勝1敗かとりあえず
[4:17:16] ぶたぁー: 引けない体になってしまってるwww
[4:17:30] 奄美迦楼羅: お
[4:17:38] 奄美迦楼羅: ヒットや
[4:17:41] にーとろる: チャルロスのかけらもないw
[4:17:49] 奄美迦楼羅: きた
[4:17:50] 比奈那: わーお
[4:17:51] 鬼九: おおおおお
[4:17:52] gundora23: きた！！！
[4:17:58] hachiko0000: きた！！！！！
[4:18:03] atsumori_pop: ふうう～～～～
[4:18:04] dopadoyaa: きたーーー
[4:18:05] 奄美迦楼羅: ないすう
[4:18:06] キングスピア: よーーーーし
[4:18:06] thiru_sudyn: よーーーし
[4:18:08] Rin_uk_: arikenKimoken
[4:18:10] dopadoyaa: ないす
[4:18:12] 狐爪: ww
[4:18:12] froyt_: こっからプラス
[4:18:13] 鬼九: ｗｗｗｗｗ
[4:18:14] sabachann123456: ww
[4:18:15] 奄美迦楼羅: やるんかーい
[4:18:15] Kaminagi_TKP: 那須！ｗ
[4:18:15] 比奈那: www
[4:18:16] hachiko0000: wwww
[4:18:17] twmonitor: 21なら勝ち逃げできるえ！！
[4:18:18] ぼくでぇす: っぱ
[4:18:21] ぼくでぇす: 椅子か
[4:18:35] らんぱ: ダブルダウンか
[4:18:46] 鬼九: ｗｗｗｗｗｗｗ
[4:18:46] 奄美迦楼羅: 終わった
[4:18:54] twmonitor: きたあああああああああああああ
[4:18:55] 職人: おおおおおおおおおおおおおお
[4:18:55] 鬼九: おおおおおおおおおお
[4:18:55] Kaminagi_TKP: うおおおおおおおお
[4:18:56] 奄美迦楼羅: うせやん
[4:18:57] ナマコ魚雷: え？
[4:18:57] thiru_sudyn: おおおお
[4:18:57] 狐爪: ええええ
[4:18:58] dopadoyaa: きたーーー
[4:18:59] sabachann123456: うおおおおおおお
[4:18:59] atsumori_pop: れっつごおおおおおおおおおおおおおおおお！！！！！
[4:19:00] hachiko0000: おおおおおおおお
[4:19:00] gundora23: うお＝ーーーーー
[4:19:00] うっしーわーるど: まじかよwwwww
[4:19:00] 比奈那: やばすぎwwww
[4:19:01] aadfwe200: あああああああああああああああああああああああああああああああああ
[4:19:02] muhmuhkyukyu: 天才やなｗｗｗ
[4:19:04] froyt_: 男やー！！
[4:19:08] 鬼九: やるやん！！
[4:19:08] かーくん_: 魂貫通してないw？
[4:19:11] Kaminagi_TKP: ありけんが出てきちゃってるｗ
[4:19:12] 二十日後の緑茶: やるやん
[4:19:13] gundora23: お前が天才だ
[4:19:14] ichisanniiroku: チャルが抜けてる笑うｗｗｗ
[4:19:16] sylphxrz: やっぱ左から2番目の席や
[4:19:19] ナマコ魚雷: マジか
[4:19:25] 奄美迦楼羅: あっつ
[4:19:27] シュテーレン: やっぱ席です
[4:19:28] たろをまんじ: 隣にきてるえ
[4:19:32] thiru_sudyn: よーーーし
[4:19:34] gundora23: れちごーーー！
[4:19:37] atsumori_pop: でっかｗｗｗｗｗｗ
[4:19:46] risuzu_00: やっぱり席がいいえ
[4:20:00] にーとろる: さっきの家ただやね
[4:20:01] 比奈那: さすがだえ
[4:20:03] muhmuhkyukyu: さいしょ５０００万負けてるだえ
[4:20:10] 鬼九: 倉庫がただになったえ～
[4:20:12] twmonitor: この脳汁を覚えたら今後が怖いえｗ
[4:20:15] hachiko0000: 週4ボタリンが近づいたえ！
[4:20:20] gundora23: やっぱりカジノか
[4:20:21] asahiru21: 車いける
[4:20:29] iireinys: へりかえるやんｗ
[4:20:29] うっしーわーるど: ダブルダウン気持ちいー！
[4:20:30] atsumori_pop: でけえｗｗｗ
[4:20:35] hiyokomanjuuuuu: 3トン車いける！
[4:20:43] atsumori_pop: 3トン車もヘリも買えるｗｗｗｗ
[4:20:49] twmonitor: デヴェステっていくらだっけ？
[4:21:08] 奄美迦楼羅: 3億だっけ
[4:21:28] 比奈那: ヘリ買ったら活躍する未来しか見えないけどなぁ
[4:21:37] pyoko_n: そそそそそさ
[4:22:03] 奄美迦楼羅: 2千万くらいか
[4:22:20] froyt_: 8000万とか言ってなかった？
[4:23:21] レヴィ99: 全種類売ったら8000なんじゃない？
[4:23:27] たろをまんじ: みんな優しいな
[4:23:30] kumasan9393: みんな優しいね！
[4:24:30] 奄美迦楼羅: ボタリンとの恋占いしてもらお
[4:24:37] みみっくす: あw
[4:24:43] わさび329: あー行ったなw
[4:24:44] Kaminagi_TKP: くるみさんの占いはすごいぞ～
[4:24:47] らんぱ: なつかしい
[4:25:02] ナマコ魚雷: 初期やったなw
[4:25:19] 奄美迦楼羅: 水飲みながらやっちゃうよーん
[4:25:27] 鬼九: ｗｗｗ
[4:26:21] 比奈那: 持てるだけ持っていこ
[4:26:28] Kaminagi_TKP: 手伝ってくれるの優しい～
[4:26:41] rufesu: 寝過ぎw
[4:26:44] iytreszhii: 那須さんも博士も優しいなあ
[4:27:00] デレステの民: おはようございます。
[4:27:43] 奄美迦楼羅: なにしてん
[4:28:23] 奄美迦楼羅: アーマーついてなさそう
[4:29:11] hirata923: ランクルで片リンはやべーw
[4:29:22] 奄美迦楼羅: ありけんでも車乗れるんだ
[4:29:24] 鬼九: ランクルって軽くいってるけど高級車え～
[4:29:31] 量産方ザク: 量産方ザク subscribed at Tier 1. They've subscribed for 14 months! 
[4:32:06] 鬼九: ｗｗｗｗｗｗ
[4:32:13] ナマコ魚雷: www
[4:32:13] twmonitor: wwww
[4:32:15] 比奈那: www
[4:32:17] aadfwe200: w
[4:32:18] fuum0110: wwwww
[4:32:22] 奄美迦楼羅: ラジコンかな
[4:32:27] aadfwe200: ハンターハンター
[4:32:33] nemakitemaki: イルミか、？
[4:32:43] lavenbana: イルミかよw
[4:32:45] yolu_shikimi: 携帯する他人の運命
[4:32:45] 奄美迦楼羅: 話わかりすぎる
[4:32:58] 奄美迦楼羅: 孫かよ
[4:33:17] ナマコ魚雷: 博士好きやなw
[4:33:25] 奄美迦楼羅: 葉もな
[4:33:29] iytreszhii: 葉くん
[4:34:04] 赤見二等兵: 事前体重申請の話するかえ？
[4:34:38] レヴィ99: ストか？
[4:34:39] Kaminagi_TKP: 眠くないしねｗ
[4:34:40] 比奈那: 眠たくないって言ったからだw
[4:34:41] すぱ: スト6か？
[4:35:13] aadfwe200: パル？
[4:36:11] gundora23: おつかれさまー
[4:36:14] gundora23: お
[4:36:17] gundora23: 間に合うか
[4:36:19] Kaminagi_TKP: 間に合えー
[4:36:19] 比奈那: えら
[4:36:25] ナマコ魚雷: いそげー
[4:36:30] muhmuhkyukyu: ごふんありゃいける
[4:36:46] レヴィ99: スタッシュ作れば素材も貯めれるね
[4:36:58] waka919: www
[4:37:22] すぱ: 走れチャルロス
[4:37:37] ナマコ魚雷: あw
[4:37:39] iytreszhii: ダイヤモンドジョズやん
[4:37:48] のんちゃん太郎: ズズさんーだー
[4:38:22] すぱ: マジでいいところにアジトあるよなぁ
[4:38:59] KABAYAKIGG: あ
[4:39:03] ナマコ魚雷: うそだろw
[4:39:11] gundora23: まじかｗｗ
[4:39:12] 奄美迦楼羅: なにされてる人？
[4:39:13] thiru_sudyn: www
[4:39:24] 比奈那: クラフト場で寝たらいいべ
[4:39:28] ぼくでぇす: ぐっすり寝たはずなのに…
[4:39:43] 5kaede: FailFish
[4:39:45] らんぱ: 高木と葉馬鹿にできないえｗ
[4:40:00] 狐爪: eavMonka
[4:40:04] muhmuhkyukyu: 間違いRPとは高度な技をっ
[4:40:31] すぱ: ストグラ時間は1分遅いから間に合うやろ
[4:41:35] レヴィ99: ニトロぶっ飛ばして帰るえ
[4:41:50] yamotowa: 3つ目お金が足りないえ？
[4:42:00] saikeufc: 衛星終わるのかえ
[4:42:14] BOTANJP: 158 raiders from BOTANJP have joined! 
[4:42:16] らんぱ: おつかれだえ
[4:42:23] 狐爪: あ
[4:42:24] rinnemu75: あ
[4:42:25] sa1mon15: あ
[4:42:27] 玄米ソードマン: こんばんはだえ
[4:42:30] 奄美迦楼羅: あ
[4:42:30] Kaminagi_TKP: ボタリンさんおつかれさま～
[4:42:31] KABAYAKIGG: あ
[4:42:37] すぱ: 2万になったらアタッチメントも作りたいし手芸も上げたいしで悩ましいね
[4:42:42] gundora23: お疲れさまだえ～
[4:42:58] froyt_: お疲れ様だえ〜
[4:43:04] Kaminagi_TKP: この時間じヘリ練習ｗ
[4:43:06] BOTANJP: 今日もありがとうございますだえ🙏💕
[4:43:45] 狐爪: え
[4:43:47] aadfwe200: wwww
[4:43:50] KABAYAKIGG: えー
[4:43:51] ナマコ魚雷: www
[4:43:54] BOTANJP: ええええええええええええ
[4:43:56] gundora23: えぐｗ
[4:43:56] 奄美迦楼羅: ありけん歓喜
[4:43:59] 狐爪: NotLikeThis
[4:44:00] コンリン: www
[4:44:02] BOTANJP: ちゃるろすぅぅぅう！？！？
[4:44:04] ichisanniiroku: ビロンビロンっだえ
[4:44:04] らんぱ: wwwwww
[4:44:05] ぼくでぇす: wwwww
[4:44:14] 奄美迦楼羅: 握撃すな
[4:44:20] muhmuhkyukyu: 刃牙ネタｗｗｗ
[4:44:22] peypeyxd: www
[4:44:24] gundora23: わかるえ～
[4:44:39] gundora23: 本当は上手なんだえ
[4:44:50] ナマコ魚雷: www
[4:45:11] 奄美迦楼羅: ありけん最低だな
[4:45:13] muhmuhkyukyu: 破面のほうはｗ
[4:45:40] muhmuhkyukyu: おつかれさまー
[4:45:40] thiru_sudyn: またな
[4:45:41] BOTANJP: おつかれさまです！
[4:45:42] fuum0110: おつ
[4:45:42] Kaminagi_TKP: おつだえ～
[4:45:43] sabachann123456: またな
[4:45:43] 鈴木3: おつ
[4:45:44] らんぱ: おつ
[4:45:45] oyakoDon38: まんまー
[4:45:46] 玄米ソードマン: おつだえー
[4:45:47] ぼくでぇす: おつだえ
[4:45:48] ナマコ魚雷: またな
[4:45:48] waka919: お疲れ様でしたー
[4:45:50] gundora23: おつ～
[4:45:52] fuum0110: またな
[4:45:54] risuzu_00: またな
[4:45:58] ねむねむにゃ: お疲れ様でした
[4:45:59] みらんちゃゃ: おつかれさま～
