[3:10:14] nicklas4505: cs?
[3:49:12] cheeeeeese44: Sista
[3:49:13] Lekstunden: sista
[3:49:13] Jocke695: sista
[3:49:14] KnubbisP: sista
[3:49:14] wigg0donpablo: sista
[3:49:15] vfflan: sista
[3:49:15] 1cali: sista 󠀀
[3:49:16] HeyAmAK: HeyAmAK subscribed at Tier 1. They've subscribed for 5 months! 
[3:49:16] RealPajka: sista
[3:49:17] MalmbA: sista
[3:49:17] arayjj: sista
[3:49:18] ander2s0n: sista
[3:49:18] Brannstrom2: sista
[3:49:19] HeyAmAK: sista
[3:49:19] pungeliten94: sista
[3:49:19] wet_meatballs: sista
[3:49:19] Flippsen69: sista
[3:49:20] nikeshortss: sista
[3:49:21] DiiOR17: sista
[3:49:22] n111111tro: sista
[3:49:23] headik_: sista
[3:49:23] web9: sista
[3:49:24] gardelid: sista
[3:49:24] staminaa11: sista
[3:49:24] fogelmannen: sista
[3:49:24] gamlelurarn: sista
[3:49:24] KarragerCSGO: sista
[3:49:25] alphajtl: sista
[3:49:27] hedberg11: sista
[3:49:28] the__dark666: sista
[3:49:29] Tulpanbigplays: Vinner 2a då eller? @CyrusTWO
[3:49:29] okkeoscar: sista
[3:49:29] luffyy1891: sista
[3:49:31] nikeshortss: JAG HAR ALDRIG BLIVIT ROLLAD Kappa
[3:49:31] Hypnotiiccc: sista
[3:49:32] b4sse21: sista
[3:49:33] storey2: sista
[3:49:33] emp1a: sista
[3:49:33] Hampaz: sista
[3:49:34] andress1997: sista
[3:49:34] f_e_l_l_o_: sista
[3:49:35] bull_cs: sista
[3:49:36] jasonsayola: sista
[3:49:36] elefantenrl: Om man avänder sunnis då? :P
[3:49:36] villevallen: sista
[3:49:36] KalletzzTV: sista
[3:49:37] holmstrand0402: sista
[3:49:37] nadamski: sista
[3:49:37] simonkernen: sista
[3:49:38] ojalatheo: sista
[3:49:39] lolaren321: sista
[3:49:40] Ziwerli: sista
[3:49:41] rs1axel: sista
[3:49:43] algn: sista
[3:49:44] Neehlmark: sista
[3:49:46] molle2003: sista
[3:49:48] BenjaminQ7: sista
[3:49:50] joem1ke: sista
[3:49:51] h1singen: sista
[3:49:52] Lean425_: sista 󠀀
[3:49:53] nordizz98: sista
[3:49:54] teddez: sista
[3:49:54] emp1a: sista 󠀀
[3:49:55] jagarncsg: sista
[3:49:56] soyreet: sista
[3:49:56] HeyAmAK: sista 󠀀
[3:49:57] larrrenn: sista 󠀀
[3:49:57] AnarkiZP: Sista
[3:49:58] AscaJ: sista
[3:49:58] fransisss99: sista
[3:49:59] AnarkiZP: sista
[3:49:59] gamlelurarn: sista
[3:50:00] timpaaanw: sista
[3:50:00] jonss19: sista
[3:50:02] cvnzt: sista
[3:50:02] pakkebaby: sista 󠀀
[3:50:04] waggen_: sista
[3:50:06] raiinb0b: sista
[3:50:11] FmmL: sista 󠀀
[3:50:12] Huhtala: sista
[3:50:12] LemarNumbaOne: sista
[3:50:14] wizzeb: sista
[3:50:18] anter235: sista
[3:50:18] lurkergrabben: sista
[3:50:19] holmstrand0402: sista
[3:50:20] Lusaccc: sista
[3:50:23] jjakeeeeee: sista
[3:50:26] the__dark666: sista
[3:50:29] BastantOrgan: sista
[3:50:31] jaggillarrumpa: sista
[3:50:31] Rejsmaows: sista
[3:50:36] keeeviin: sista
[3:50:36] 1Wyroo: sista
[3:50:37] ogge1199: sista
[3:50:37] AnteGsson: sista
[3:50:38] fransisss99: sista
[3:50:38] gamlelurarn: sista
[3:50:40] MBsim01: sista
[3:50:41] sebastiian: sista
[3:50:42] wet_meatballs: sista
[3:50:43] iipogitzbest11: sista
[3:50:44] Noelthebonde: sista
[3:50:44] J0nte00o: sista 󠀀
[3:50:45] eyland_gaming: sista
[3:50:45] Z_Ryden: sista
[3:50:47] faaantazy: sista
[3:50:49] Jigsaw_FFS: sista 󠀀
[3:50:50] larrrenn: sista
[3:50:50] joppe30: sista
[3:50:51] jonss19: sista 󠀀
[3:50:52] Bommen95: sista
[3:50:52] LemarNumbaOne: sista
[3:50:54] DeJohansson: sista
[3:50:56] tildiseen: sista
[3:50:58] Neehlmark: sista
[3:50:59] kushonsteam: sista
[3:51:01] Waunderbaums: sista
[3:51:01] arayjj: sista
[3:51:01] jarvelele: sista
[3:51:03] slurkward: sista 󠀀
[3:51:05] tritan270: sista
[3:51:06] jojusss: sists
[3:51:06] SprixZ_: cyrusOL
[3:51:07] jolkan99: sista
[3:51:07] jojkmaster: sista
[3:51:08] algn: helt rätt!
[3:51:08] lggchaii: sista
[3:51:09] bzlb: sista
[3:51:09] jojusss: sista
[3:51:11] bromanceIDGT: sista
[3:51:11] bombaclatxx: sista
[3:51:12] molle2003: cyrusOL
[3:51:13] M0llberg: sista
[3:51:13] ggvpzwexy: sista
[3:51:13] Crazy_jesper: skål
[3:51:14] lurkergrabben: skål
[3:51:14] Nightbot: vfflan has won the giveaway.
[3:51:14] Jompah: Skål
[3:51:15] majo4804: sista
[3:51:15] CalcuttaMF: sista
[3:51:16] joem1ke: sista
[3:51:16] SprixZ_: Cheers
[3:51:18] gamlelurarn: sista
[3:51:19] Edvinkarlssson: sista
[3:51:20] malm69: sista
[3:51:21] jakkeman: sista
[3:51:22] seeby321: sista
[3:51:22] vfflan: https://hellcase.com/en/profile/173277/items
[3:51:23] clabbee: sista
[3:51:24] AIexander97: sista
[3:51:25] antonaron: sista
[3:51:25] Melwajn: sista
[3:51:25] DeJohansson: s
[3:51:26] mountala: HeyGuys
[3:51:26] Nightbot: faaantazy has won the giveaway.
[3:51:27] jagarncsg: sista
[3:51:27] DeJohansson: sista
[3:51:27] ojalatheo: sista
[3:51:28] rjansson1996: sista
[3:51:29] kushonsteam: sista 󠀀
[3:51:29] pakola67: sista
[3:51:29] アレクロール: sista
[3:51:30] smulan4: sista
[3:51:30] joelhallberg: sista
[3:51:33] nikeshortss: sista
[3:51:34] timpaaanw: sista 󠀀
[3:51:36] lurizzochmattsson34cm: sista
[3:51:38] jojkmaster: sista
[3:51:40] Jompah: Gör en Einz skrik så blir det bra
[3:51:40] MalmbA: sista 󠀀
[3:51:40] faaantazy: https://hellcase.com/en/profile/6150437/items
[3:51:40] Nightbot: @faaantazy -> Holy cow! [stop posting links] [warning]
[3:51:42] SprixZ_: sista
[3:51:49] Nightbot: Jigsaw_FFS has won the giveaway.
[3:51:50] Jigsaw_FFS: https://hellcase.com/en/profile/7397384/items
[3:51:54] nadamski: sista 󠀀
[3:51:55] lucky_luke3: sista
[3:51:57] Nightbot: BRAUTA has won the giveaway.
[3:51:58] Edvinkarlssson: sista
[3:51:59] tittut1: sista
[3:51:59] d0natello13: sista
[3:52:01] Crazy_jesper: Pog
[3:52:01] larrrenn: sista 󠀀
[3:52:01] 1bLrrrd: SÅKA BRAUTA
[3:52:01] Jompah: OhMyPoggies
[3:52:01] algn: NAHH
[3:52:01] 1bluring: rekord
[3:52:02] 1bLrrrd: SÅJA
[3:52:04] kushonsteam: NAHH
[3:52:04] DaddyofC: JAAAAAAAAAA
[3:52:06] olofssonn: sista
[3:52:06] JejanQ: sista
[3:52:06] jabadabado: HAHA jag sabbade mitt spinarium konto LUL Skrev i deras support och frågade ifall man fick ha 2 konton. De frågade varför jag undrade och sen gick de in och skicka mitt konto rätt åt helvete
[3:52:06] kushonsteam: NAHH  󠀀
[3:52:07] Jakobsson69: NAHH
[3:52:08] PikkuMatti: emo
[3:52:08] fanzi98: sista
[3:52:08] 1bluring: 0.1
[3:52:09] zitred13: ämen driver du
[3:52:10] torqel: sista
[3:52:11] Jigsaw_FFS: helvete skulle slå bruset :P
[3:52:12] cdy995: reroll
[3:52:13] BRAUTA: Köper trisslott nu
[3:52:15] nuyye: något har hänt
[3:52:15] brittgudn: sista
[3:52:21] snaZEDAzE: all in grön david
[3:52:22] BRAUTA: https://hellcase.com/en/profile/16458081/items
[3:52:23] FabbaN16: sista
[3:52:25] MalmbA: sista
[3:52:31] smackelito: sista
[3:52:32] meeHxD: sista
[3:52:33] donbulten: sista
[3:52:34] emp1a: sista
[3:52:36] Froxsheh: sista
[3:52:38] Lekstunden: sista
[3:52:38] Nightbot: @b4sse21 -> moon2A [stop posting links] [warning]
[3:52:38] DaddyofC: Vafan ska du bli nya Nuyye nu @BRAUTA
[3:52:40] ManqoMonster: sista
[3:52:48] Nightbot: brittgudn has won the giveaway.
[3:52:49] BRAUTA: DaddyofC BRAUTA has won the giveaway.
[3:52:50] Noelthebonde: i need a maxwin on hellcase
[3:52:50] Ol11verS: sista
[3:52:55] robinnostos: sista
[3:52:58] bush35: sista
[3:52:58] brittgudn: https://hellcase.com/en/profile/6363123/items
[3:52:58] t00mpa: sista
[3:53:00] jabadabado: @CyrusTWO haha vafaaan! LUL Men jag har kvar kontot med din kod på ;)
[3:53:01] pelle000: sista
[3:53:01] svingarsomtarzan: sista
[3:53:01] Spliitsix: sista 󠀀
[3:53:04] Nightbot: okkeoscar has won the giveaway.
[3:53:04] jjakeeeeee: sista 󠀀
[3:53:05] Grompe: sista
[3:53:06] lucky_luke3: sista
[3:53:07] zazay11: sista
[3:53:11] larrrenn: sista
[3:53:14] 13ragge37: sista
[3:53:16] okkeoscar: https://hellcase.com/en/profile/7155190/items
[3:53:16] flipper_fps: sista
[3:53:19] nikeshortss: Jag har aldrig blivit rollad Kappa
[3:53:21] jakkeman: sista
[3:53:21] Nightbot: ahnfeldt has won the giveaway.
[3:53:25] olofssonn: sista
[3:53:29] Ol11verS: Var det en måndags öl?
[3:53:29] Nightbot: @ahnfeldt -> AAhhh... much better! [stop posting links] [warning]
[3:53:31] algn: Prayge
[3:53:35] jollan2005: sista
[3:53:39] Nightbot: 1canoo has won the giveaway.
[3:53:41] Ol11verS: Gittt
[3:53:44] Lekstunden: sista
[3:53:45] 1canoo: https://hellcase.com/en/profile/18070774/items
[3:53:45] jabadabado: Jag ser nu att dom har card withdraw uppe Sadge
[3:53:46] 1canoo: hahaha
[3:53:47] 1canoo: ja
[3:53:49] sundeen: sista
[3:53:49] DaddyofC: Nu har vi blivit pickade lika många gånger @BRAUTA 3 var :)
[3:53:51] 1canoo: och jag missa båda första
[3:53:53] marda_xd: sista
[3:53:54] AnarkiZP: !followage
[3:53:57] storey2: ingen väg @1canoo
[3:54:02] 1canoo: hihi svampen
[3:54:05] jabadabado: sista
[3:54:16] DaddyofC: Kom igen nu @BRAUTA
[3:54:24] SprixZ_: Heja Bruta
[3:54:28] storey2: 1canoo håller kulorna för din skull
[3:54:28] SprixZ_: emo
[3:54:32] DaddyofC: Ja men jag då Tim? Din far..
[3:54:36] vfflan: magicial
[3:54:37] jabadabado: Blir de GAMBA för din del idag?
[3:54:54] Wigii0: vad blir det efter detta
[3:54:55] BRAUTA: DaddyofC den dagen vi hamnar i samma och möter varandra i finalen är jag nöjd!
[3:54:57] Jakobsson69: LULW
[3:54:57] SprixZ_: LUL
[3:55:01] Crazy_jesper: LULW
[3:55:01] nikeshortss: JAHA
[3:55:02] Pucko04: LUL
[3:55:04] timpaaanw: hahah
[3:55:09] nikeshortss: Han unnar sig
[3:55:19] DaddyofC: @BRAUTA det vore det roligaste
[3:55:26] Edvinkarlssson: @cyrustwo fick inte @ahnfeldt va med? han vann väl
[3:55:27] Nightbot: Senaste videon -> CyrusTWO | Viewer Oddshots #218 (24 JANUARI) -> https://youtu.be/BlnparGtUvQ
[3:55:28] BRAUTA: DaddyofC fatta oddsen på de då
[3:55:32] J3ttRixX: Allt man köper på företaget är gratis ;)
[3:55:37] Jigsaw_FFS: oni taiji
[3:55:57] DaddyofC: Tyst på dig Tim... Allt för att jag ska kunna hålla det här skeppet flytande
[3:56:33] Cayrine: Cayrine subscribed at Tier 1. They've subscribed for 105 months! 
[3:56:40] Jigsaw_FFS: usch :P
[3:56:40] nikeshortss: nån måste ju unna sig
[3:56:43] supportadinbror: supportadinbror subscribed at Tier 1. They've subscribed for 27 months! unc wildin on hellcase
[3:56:46] Edvinkarlssson: @cyrustwo @ahnfeldt vann jue
[3:56:47] brittgudn: magical
[3:56:53] 1canoo: han är ju med gubben
[3:57:00] Krewd92: @Edvinkarlssson vakna
[3:57:06] floyaner: KEKW
[3:57:08] Edvinkarlssson: NotLikeThis
[3:57:09] Huhtala: LULW
[3:57:12] Jakobsson69: LULW 󠀀
[3:57:14] Edvinkarlssson: ja skämde ut mig
[3:57:17] Ol11verS: NAHH
[3:57:17] Lekstunden: @Edvinkarlssson jag vill röka de du röker
[3:57:22] Cayrine: cyrusW cyrusW cyrusW
[3:57:29] Spliitsix: @Edvinkarlssson  BRUHMM
[3:57:29] Jigsaw_FFS: fan!
[3:57:32] BRAUTA: NOWAYING
[3:57:32] Jigsaw_FFS: KEKW
[3:57:33] BRAUTA: NOWAYING  󠀀
[3:57:34] BRAUTA: NOWAYING
[3:57:35] snaZEDAzE: WOW
[3:57:35] SprixZ_: Pog
[3:57:38] brittgudn: magical :d
[3:57:42] Cayrine: tack SJÄLV
[3:57:47] Edvinkarlssson: sitter å andas in svets rök @lekstunden
[3:58:04] DaddyofC: BRAUTA VAFAN... du går längre än jag någonsin gjort LUL LUL
[3:58:10] MrSebbii: OOO hellcasse som jag längtat!
[3:58:24] Krewd92: @Sebbe0247 but you late bram
[3:58:31] fippexd: grandmaster
[3:58:40] blinx593: blir de nå gamba idag crus??
[3:58:43] 1canoo: alhamdulilah
[3:58:47] powahxd: @BRAUTA bra brauters
[3:58:49] 1canoo: Prayge
[3:58:53] Edvinkarlssson: ja ja ser haha
[3:58:53] Noelthebonde: GAMBA
[3:59:02] 1canoo: SadgeCry
[3:59:11] powahxd: fest ju
[3:59:13] 1canoo: Prayge
[3:59:19] 1canoo: HAHAH
[3:59:27] 1canoo: 6
[3:59:29] Krewd92: Fler än vanlig online då hahah
[3:59:29] 1canoo: riksdaler
[3:59:32] faaantazy: grandmaster
[3:59:36] Krewd92: Vanligt*
[3:59:37] nikeshortss: nu fick du trade
[3:59:39] storey2: cano åkte inte ens ut med stil asså
[3:59:44] BRAUTA: faaantazy bra låda för mig tack
[3:59:52] nikeshortss: usch då
[4:00:13] Laaviii_: Tjenare Timpa
[4:00:15] Laaviii_: Läget?
[4:00:17] BRAUTA: emo
[4:00:19] snaZEDAzE: emo
[4:00:23] brittgudn: oni taji
[4:00:35] DaddyofC: @BRAUTA  :(
[4:00:46] Jigsaw_FFS: @BRAUTA här låter jag dig passera och du vinner inte?!
[4:01:09] haschpundren: SISTA
[4:01:11] BRAUTA: Jigsaw_FFS tack för chansen men det var inte tillräckligt... -.-
[4:01:15] Jigsaw_FFS: :(
[4:01:24] faaantazy: oni taiji
[4:01:55] 1canoo: Despairge
[4:02:00] fippexd: @faaantazy gzgz
[4:02:05] faaantazy: tyty
[4:02:05] Krewd92: gzgz
[4:02:07] hornyboro: Clap @faaantazy
[4:02:07] timpaaanw: Clap
[4:02:07] Krewd92: Clap
[4:02:09] svingarsomtarzan: Clap
[4:02:09] eyland_gaming: clap
[4:02:09] pelle000: gz
[4:02:10] tildiseen: gz
[4:02:11] Ol11verS: Clap
[4:02:13] 1canoo: gratis!
[4:02:16] nassesist1939: gz
[4:02:17] molle2003: ööööööööö
[4:02:25] ta1len1: gz
[4:02:27] Ol11verS: @1canoo Gratis :)
[4:02:35] 1canoo: tak :)
[4:02:37] danielricco: Godkväll Tim :)
[4:02:40] MelleBrush: GG
[4:02:40] アレクロール: snart kmr den igen
[4:02:48] アレクロール: lagom tills ja blir rullad CoolW
[4:03:02] M0llberg: Testa reroll om han vill
[4:03:05] faaantazy: tyty @CyrusTWO
[4:03:45] MelleBrush: Pog
[4:03:49] faaantazy: yes 2sec
[4:03:49] M0llberg: W
[4:03:54] 1canoo: PogT
[4:04:15] Nightbot: @faaantazy -> Holy cow! [stop posting links] [warning]
[4:04:28] nikeshortss: Tack...
[4:04:32] sakis0: GAMBA idag?
[4:04:56] faaantazy: Tack så mycket brush
[4:06:00] Gedorlol: jo ni måste in på Youtube och subba o likea videon
[4:06:14] 1juniorw: GAMBA
[4:06:14] mustaschz: mustaschz subscribed at Tier 1. They've subscribed for 3 months, currently on a 2 month streak! 
[4:06:16] 1canoo: dött på rå
[4:06:23] lagkaptenen_gillisbabyo7: vad tycker du om eye ballers @CyrusTWO @CyrusTWO
[4:06:23] nordizz98: kör bara en bula nu
[4:06:26] DunderKevin: Vet inte varför men jag kan inte se pinnade meddelandena
[4:06:26] praskatvs: GAMBA
[4:06:30] CreativeX: @Gedorlol det förväntar man sig att folk gör som sitter här
[4:06:31] 1juniorw: bonushunt?
[4:06:33] CreativeX: såaaaatttt
[4:06:34] officialahlberg: Du är välkommen till min server :P ;)
[4:06:42] lagkaptenen_gillisbabyo7: vad tycker du om eye ballers @CyrusTWO @CyrusTWO ?????+
[4:06:43] Spliitsix: @officialahlberg  AINTNOWAY
[4:06:50] Gedorlol: @CreativeX hoppas det iaf
[4:07:00] danielricco: Har du haft en bra helg Tim?
[4:07:01] lagkaptenen_gillisbabyo7: aaaaa
[4:07:15] CreativeX: lönt o gå in med 28 pers
[4:07:17] CreativeX: ResidentSleeper
[4:07:18] alexz1891: va står på schemat nu crus?
[4:07:23] bulken0: bulken0 subscribed at Tier 1. They've subscribed for 51 months, currently on a 30 month streak! 
[4:07:28] Ol11verS: This is The Rhythm of the Night
[4:07:33] DunderKevin: Bannad=
[4:07:35] DunderKevin: ?
[4:07:35] lagkaptenen_gillisbabyo7: är du bätre än jw? @CyrusTWO
[4:07:37] DunderKevin: Varför då? :D
[4:07:44] kushonsteam: ban i 5 dar NAHH
[4:07:46] buttmann1: @DunderKevin ooc ingame
[4:07:46] nicklas4505: när blir de cs igen
[4:07:52] Gedorlol: han har sagt
[4:07:57] buttmann1: jo han hade kommand
[4:08:00] maxirtw: han har sagt
[4:08:05] buttmann1: mvh gpunkt största fan Nerdge
[4:08:07] powahxd: tur att du inte har gjort det
[4:08:09] powahxd: Här följer man regler
[4:08:16] Jakobsson69: LULW
[4:08:22] benjamin__lundgren: !hellcase
[4:08:22] Nightbot: Kolla in Hellcase erbjudande på min LINKTREE https://linktr.ee/cyrustwo (This is not a transaction link)
[4:08:50] splifjimpa: är det apokalyps event eller?
[4:08:55] Lekstunden: jag kom ihåg jag fick sparken från polisen och sen åkte man på ban från fbrp för "emotionell involverad" Sadge
[4:08:57] CreativeX: så du skriver in fusk Susge
[4:08:59] joem1ke: blir det gamble senare?
[4:09:02] Ol11verS: @splifjimpa Japp i 1 månad nu :)
[4:09:07] HeyAmAK: hur gick de med league
[4:09:20] splifjimpa: @Ol11verS ofan
[4:10:15] hehejesper: Har ni OLW och Estrella i Norge?
[4:10:27] joem1ke: Lays?
[4:10:34] Pucko04: ni har väl kims?
[4:10:35] CreativeX: då hade nog sverige haft norska chips
[4:10:37] alexanderjohanssonn: Lax chips?
[4:10:57] kushonsteam: Jebaited
[4:11:01] CreativeX: förlåt de e för att du startade rp
[4:11:05] CreativeX: vi blev bara så
[4:11:08] Sakied: Glöm inte ta ut kniven
[4:11:34] Bitzin: glöm inte acceptera traden
[4:11:44] CreativeX: glass år så jävla gott
[4:11:46] 1cali: Inbrott
[4:11:48] Pucko04: brukar köpa de när jag är i danmark och hade för mig att de fanns i norge också :)
[4:12:01] jaayceon: kan du fixa in samme till fbrp
[4:12:03] HeyAmAK: varför är de så jävla dött för
[4:12:26] jaayceon: BibleThump
[4:12:27] joem1ke: Har inte ni chips som det står potetgull på eller är det bara någon som drivit med mig
[4:12:28] M0llberg: LUL
[4:12:28] sixxtt: tar du day of om dottern kommer på en stream-dag eller kommer du köra IRL från förlossningen?
[4:12:41] n1ckel17: ^^ viktig fråga
[4:12:42] nico_er: Du är ju Crus den allsmäktige
[4:12:51] Spliitsix: Samme är ResidentSleeper
[4:12:53] soyreet: @sixxtt hahahahaha
[4:12:54] herrlotten: Fan va gott det är med urge och gastromat på grandiosa pizzan
[4:12:54] TobiasJ1: @sixxtt 24H
[4:13:05] Idenzo: Ända fördelen han har är, att han vinner jämt. De är en serverregel
[4:13:05] Rysjoooo: " Jag är storbonde "
[4:13:08] Sakied: har du ätit  valkött i norge?
[4:13:11] EMIL434_: cyrusHEY goTim
[4:13:11] CreativeX: @sixxtt sjuka är att tim har fått liknande fråga förr utan Kap
[4:13:31] joem1ke: Med pommes o sås på
[4:13:39] fruddeeee: de ska jag fan beställa
[4:13:40] herrlotten: @CyrusTWO haha va i norge i helgen va så jävla goott och länge sen jag åt det
[4:13:41] godistorsk: DinoDance
[4:13:48] micken80: kebaben runt hörnet
[4:13:53] fruddeeee: fin jävla kebabpizza med otrolig sås och pommes på
[4:13:59] 1shaky: vad är skillnaden
[4:14:16] herrlotten: Jag är likadan med kebabpizza...
[4:14:20] wopodi: Norrmännen är ju grymma på torkad fisk 🐟🐟🐟🐟
[4:14:29] wopodi: Om man nu gillar sånt
[4:14:38] felkano: vad har dem för falukorv i affärerna, är det som vanlig svensk?
[4:14:51] adamutanz: Napolitansk pizza ska de va
[4:14:55] Eriksson13: LUL
[4:14:55] powahxd: NOWAYING
[4:15:01] znake_p: LUL
[4:15:01] Philions: NOWAYING
[4:15:11] 2brezi: AINTNOWAY
[4:15:17] Kraidster: LUL
[4:15:45] joem1ke: Hur länge kommer detta scenario utspela sig, kommer gamla grejerna tillbaka?
[4:16:24] herrlotten: @wopodi rakfisken kan du äta på lite flatbröd och snaps i glaset
[4:16:37] CreativeX: apropo falukorv, har någon tillagat det i Airfryer?
[4:17:02] sixxtt: @joem1ke till 2027, så att servern hamnar i fas igen med verkligheten
[4:17:07] jabadabado: @CreativeX nope, men de lät fan gött
[4:17:18] CreativeX: eller hur
[4:17:27] mrsmiskk_: @CreativeX låter skumt
[4:17:30] jabadabado: Ja! Typ ugnsbakad fast i airfryer
[4:17:31] SkallePer123: geppe som har gjort frekvensen 100%
[4:17:45] CreativeX: @mrsmiskk_ varför det? airfryrer slår ugnen
[4:17:54] wopodi: @herrlotten man är ju inte supersugen på det!
[4:17:58] CreativeX: @jabadabado exakt :D ska koolla i den där philips appen om det finns recept
[4:18:05] herrlotten: @wopodi Varför inte ?
[4:18:13] joem1ke: Aa okej
[4:18:14] jabadabado: @CreativeX haha gör de! Du får skriva när du testat
[4:19:20] herrlotten: @CreativeX Creative, det är ju bara göra ungsbakad falukorv i airfryern så är det toppen sen
[4:19:29] CreativeX: haha de e så jävla sant
[4:19:51] CreativeX: man vet bara inte vilken temp riktigt man ska ha, men det måste finnas recept
[4:20:09] herrlotten: @CreativeX Du ställer dumma frågor, kan man göra stektägg och bacon eller pannkakor så kan man göra falukorv det är ju samma som en ugn
[4:20:23] Lekstunden: @CreativeX hel eller bitar?
[4:20:25] eric1290: blir de en bula idag?
[4:20:29] n1ckel17: när tycker du rp var prime, Tim? och vad har förändrats? är det bara att folk inte tycker det är lika kul eller är det servrarnas fel
[4:20:37] eric1290: :)
[4:20:41] Lekstunden: @n1ckel17 lost mc tiden 100%
[4:20:41] herrlotten: Du sätter på 180 grader 10 min sen kollar du behövs det mer så kör du lite till bara
[4:20:41] thorstenflinkaffefarsan: revolver är en pistol
[4:20:42] CreativeX: sant, men tänkte eftersom det är varmluft så det borde vara lite andra temperaturer
[4:20:44] nico_er: GAMBA
[4:20:54] Lekstunden: @CreativeX de går fortare, så typ ta bort 30% av det du brukar i ugn
[4:21:08] Lekstunden: @Lekstunden 180 i typ 8 minuter, sen kolla till
[4:22:03] CreativeX: jag gjorde kycklingvingar i airfryern sist... krispigt utanpå och perfekt inuti, köttet var så jävla fint och fördelades mjukt
[4:22:06] CreativeX: TriTasty
[4:22:14] rellanxd: rellanxd subscribed at Tier 1. They've subscribed for 39 months! 
[4:22:25] heltrs_baby: Jävlar hur länge ska det här eventet vara?
[4:22:38] xsillenn: @heltrs_baby 4Shrug
[4:22:41] nico_er: HUHH
[4:22:42] Kraidster: KEKW
[4:23:12] Petts0n99: Kan man få en snabb recap på eventet? Hänt något roligt?
[4:23:33] Koihler: solo rider OuttaPocket
[4:23:34] CreativeX: att fråga tim om RP eventet är som att be nilslegend renovera köket
[4:24:37] herrlotten: @CreativeX Påstår du att han inte kan det ?
[4:24:45] CreativeX: allt går med träborr i kakel
[4:24:47] Koihler: "du och jag pratas vid efter middan"
[4:25:22] Nightbot: Senaste videon -> CyrusTWO | Viewer Oddshots #218 (24 JANUARI) -> https://youtu.be/BlnparGtUvQ
