[0:00:32] kakitama8810: こんちわー
[6:04:36] キーア: ピンクの車いっぱいだ
[6:04:57] ぼさつもんじゅ: イシスポだらけだ
[6:05:29] キーア: ドリさん角刈り！？
[6:05:30] はっこ310: 角刈りミンドリーはレアすぎる
[6:06:43] nonono090: 名前w
[6:07:11] ロジーー: 誰だ？
[6:07:21] はっこ310: www
[6:08:00] funibo: 壮観だなぁ
[6:08:44] abyss209: スタッフ誰だ？
[6:08:48] nonono090: 現場判断になっちゃってるw
[6:09:22] マナさん: 交通整理してるといよいよ本当に警察っぽい
[6:10:52] nonono090: 大がかりだあ
[6:12:25] ロジーー: イベントテロ・・・？
[6:12:29] aytn_twitch_aka: 髪色が変わるのってよくあるよね
[6:12:29] keigo99999: イベントテロ罪・・・？
[6:12:57] ロジーー: イベントテロ待ち？
[6:13:27] ぼさつもんじゅ: 髪色のバグがすごいw
[6:13:28] ロジーー: 今のうちにドライブ
[6:13:59] ロジーー: 今のうちにファームも出来るな
[6:14:21] マナさん: ｗｗｗ
[6:14:25] ふぁいぴ: ｗｗｗ
[6:14:50] keigo99999: イベントでも犯罪起きる事あるからな～
[6:14:59] ロジーー: ｗｗｗｗｗ
[6:15:03] キーア: でっかｗ
[6:15:10] ロジーー: Ｖ１２
[6:16:25] ぼさつもんじゅ: ww
[6:16:26] ロジーー: ｗｗｗｗｗ
[6:16:29] マナさん: ｗｗｗ
[6:16:30] キーア: wwww
[6:16:39] ふぁいぴ: ｗｗｗｗ
[6:16:43] ロジーー: ここでもその流れ？ｗ
[6:18:18] ロジーー: ゆがみえぐい
[6:19:30] ロジーー: なつかしいなぁ
[6:19:31] funibo: 色々久々
[6:19:34] マナさん: ニトロが少ない？
[6:21:26] ロジーー: ちのまるこｗ
[6:22:57] キーア: www
[6:23:19] ロジーー: ｗｗｗｗ
[6:24:00] ロジーー: チーミングｗｗｗ
[6:25:14] マナさん: ノリノリえびすくん
[6:26:55] ロジーー: 麻柳ピン子・・・
[6:28:05] ロジーー: ドリさんきつそうだなぁ
[6:29:39] funibo: 本格的なイベントでわくわくするな
[6:31:01] Nightbot: Twitter:https://twitter.com/R6S_guilty
[6:32:25] マナさん: ！？
[6:32:51] funibo: とんでもねぇなこのイベント
[6:34:14] マナさん: マジモンきた
[6:34:56] ぼさつもんじゅ: ハードルあげてくぅ
[6:36:18] マナさん: 双眼鏡助かる
[6:37:37] 民子たみこ: wwww
[6:39:10] 民子たみこ: あれ？
[6:39:13] マナさん: さっきのやつｗ
[6:39:18] キーア: あれ？？？
[6:40:42] マナさん: ん？
[6:42:59] マナさん: 怖いってｗ
[6:43:31] マナさん: 罪のない角刈りｗ
[6:46:47] ふぁいぴ: ｗｗｗ
[6:46:47] キーア: でたｗ
[6:46:53] マナさん: 角ンドリーｗｗｗ
[6:46:59] はっこ310: 角ンドリーｗ
[6:47:50] 綾野りんご: こんぎる～
[6:48:10] 綾野りんご: いきなり双眼鏡ww
[6:48:41] キーア: ハンさん出してくるの卑怯だろｗ
[6:49:32] マナさん: え！？
[6:49:42] キーア: かわってないやんｗ
[6:49:50] はっこ310: マックさんｗ
[6:49:55] funibo: 角刈･･･?
[6:49:56] たなかっち123: www
[6:50:01] マナさん: 外れ角刈りやばすぎるｗｗｗ
[6:50:06] バぁにぃ: ウェ、ウェスカー！？
[6:50:07] キーア: ギャンボス大集合ｗ
[6:50:08] はっこ310: ギャンボス勢ぞろいやんけｗ
[6:50:12] ロジーー: ハズレがヤバイな
[6:50:15] sasu0124: ギャンボスハズレ枠？！
[6:50:20] ふぁいぴ: ギャンボスだらけやん
[6:50:39] はっこ310: 下手すりゃ沈められるってｗ
[6:53:15] fukutoto: w
[6:54:34] 綾野りんご: この間のロボットちゃんいる
[6:58:08] ふぁいぴ: なるほどね
[6:58:40] キーア: かぶるマ？ｗ
[6:59:06] マナさん: えええええ
[6:59:08] hyumnkel: ええぇえぇ
[6:59:12] キーア: なになに
[6:59:13] funibo: わぁお
[7:01:13] Nightbot: Twitter:https://twitter.com/R6S_guilty
[7:04:38] daikimarumaru: wwwww
[7:05:06] funibo: ドットtxt…
[7:07:42] katawaraitai: ズズが
[7:07:54] mekemeke33: 加工されてしまった
[7:10:24] ロジーー: このサルタン実はスペーサー入ってるか
[7:10:30] ロジーー: 何か怪しいのいるな
[7:10:53] 綾野りんご: 月島さんww
[7:11:46] ロジーー: シャンクズは狙われそうだなぁ
[7:15:22] 綾野りんご: 暗いと追う方は不利かな
[7:17:43] fukutoto: ここにいる人落ちてねw
[7:18:29] maru3d: 強制瞑想してる人結構居そう
[7:18:41] キーア: あ
[7:18:46] t4su_kun: 逝くってwww
[7:19:23] fukutoto: この駐車場落ちすぎw
[7:19:38] 綾野りんご: イベント運営大変やな
[7:20:40] ふぁいぴ: あっ
[7:20:40] fukutoto: あw
[7:20:40] キーア: あｗ
[7:20:42] マナさん: あ
[7:20:44] abyss209: あ
[7:20:51] funibo: ありゃ
[7:20:57] キーア: 人と車おおすぎかぁｗ
[7:21:00] ロジーー: まあありえるよな
[7:21:10] fukutoto: だから立ってる人ので衣装変わらないのかw
[7:21:19] 綾野りんご: ああ…
[7:21:38] 綾野りんご: 間に合え～
[7:22:35] ロジーー: これは・・・
[7:22:45] ロジーー: 瞑想だな
[7:22:58] 白_白: 重いな...
[7:23:03] ふぁいぴ: やばそうや
[7:23:18] キーア: 世界が終わってそう
[7:23:22] fukutoto: まずパーツ読み込みされてないのがw
[7:23:26] キーア: 周り誰も見えないし
[7:23:31] abyss209: あ、あれ？
[7:23:36] ふぁいぴ: 時計止まってるか
[7:23:38] ロジーー: まあ
[7:23:39] woz_nightdreamer: こんなにも重いのすごいなw
[7:23:46] ロジーー: こうなるよね
[7:23:50] マナさん: omg
[7:24:04] ロジーー: OMG
[7:24:07] はっこ310: ちょっとまずいかこれ
[7:25:19] swift_horse: 一旦まずいか
[7:25:39] fukutoto: ある一種のサーバー攻撃かw
[7:25:51] nabe045: サーバーがまずいか
[7:26:28] hyumnkel: ぐちいつ好き
[7:26:47] キーア: 全落ちしてそうな読み込み時間
[7:27:18] goigo2go3: 車無いなったw
[7:27:27] キーア: そりゃないなるかぁ
[7:29:05] 綾野りんご: 滅多に来ないけどたまに配信見に来ると直後にケイン死ぬんだよな
[7:29:31] こたみん: 開始場所を分けてやったら落ちないかもなぁ
[7:29:47] 綾野りんご: 別の意味で死んじゃったか
[7:29:51] fukutoto: この感じサーバー全員キックしたIDだよな
[7:30:18] goigo2go3: サーバーリセット入ったか
[7:31:03] agekk0: 世界終わらす角刈り
[7:31:05] Nightbot: Twitter:https://twitter.com/R6S_guilty
[7:31:37] キーア: あ
[7:31:40] fukutoto: あ
[7:31:41] マナさん: あ
[7:31:44] funibo: あ
[7:31:47] ふぁいぴ: バレたんか
[7:31:59] fukutoto: 逃げるかw
[7:33:14] ふぁいぴ: そうだったんだ
[7:33:20] fukutoto: まだ落ちてるw
[7:33:23] abyss209: まっずい
[7:33:24] マナさん: 結構長いなｗ
[7:33:54] ミリナノ: 信用できねぇwww
[7:36:58] fukutoto: wwwww
[7:37:17] abyss209: でも署長は市長に怒られんでしょ？
[7:37:32] fukutoto: 逃げたw
[7:38:22] fukutoto: この距離やばいw
[7:38:27] abyss209: www
[7:38:28] はっこ310: wwwww
[7:38:33] fukutoto: まずい
[7:38:37] funibo: ｗｗｗｗｗｗｗ
[7:38:38] キーア: wwwwww
[7:38:52] ふぁいぴ: ｗｗｗｗｗｗ
[7:39:44] fukutoto: やばい wwwww
[7:40:34] fukutoto: イベントテロ wwwww
[7:40:45] ロジーー: 次はマグロ漁船かな
[7:41:51] fukutoto: これ裁判なったら巻き込まれそうw
[7:42:53] ふぁいぴ: ファームかあｗ
[7:43:20] あずさんです: 上官ファームえぐい
[7:43:35] ロジーー: 署長にランポ貸すか
[7:43:45] abyss209: 実は最後の引き金ケインオーなんだよね
[7:43:58] ロジーー: ｗｗｗｗｗ
[7:44:02] ふぁいぴ: ｗｗｗｗｗｗ
[7:44:04] マナさん: 終わってますｗ
[7:44:06] maru3d: 大丈夫か警察
[7:45:56] マナさん: ｗｗｗｗ
[7:46:00] funibo: ｗｗｗｗ
[7:47:02] マナさん: 貸す になってるよ
[7:48:13] agekk0: 毎回迫真なの草
[7:48:29] ロジーー: ｗｗｗｗ
[7:49:51] ロジーー: ｗｗｗ
[7:49:55] ふぁいぴ: ｗｗｗ
[7:50:04] ぼさつもんじゅ: 痛くないから(痛い)
[7:50:13] ロジーー: １０ｍもないんだな
[7:51:38] マナさん: まあ、ね
[7:51:40] ロジーー: ”まあ”
[7:52:01] ロジーー: ｗｗｗｗ
[7:52:08] キーア: www
[7:53:07] ロジーー: 海坊主
[7:53:44] ロジーー: ちょっと無線で呼ぶか
[7:53:53] fukutoto: 上手い返しw
[7:54:15] fukutoto: ゴミ箱漁り行くか
[7:54:52] ロジーー: マックさんどうなったかな
[7:56:44] fukutoto: 重さあるし最強だな
[7:58:42] fukutoto: イベントテロ対象かw
[7:58:52] マナさん: ｗｗｗ
[7:59:01] fukutoto: スキンパーツが見えるw
[7:59:18] ロジーー: これ
[7:59:18] はっこ310: www
[7:59:18] マナさん: 生体パーツがむき出しになっちゃうｗ
[7:59:22] funibo: ライン超えですｗｗ
[8:00:32] koppepan5963: 送られたらボイチェン外して他人を装おうｗ
[8:00:34] xxseturaxx: ギャング入れないじゃんww
[8:00:42] 火継: 刑務所メニューIDの頃事故あったけど最近はないか
[8:00:54] ロジーー: ギャングで仕事できない・・・
[8:01:02] funibo: そう言えばギャングになったときの対応どうするんだろｗ
[8:01:13] Nightbot: Twitter:https://twitter.com/R6S_guilty
[8:01:34] ロジーー: 送られたんだ・・・
[8:01:50] ロジーー: マグロマグロ
[8:02:06] ロジーー: マグロは当たるとおおきいぞー
[8:04:37] fukutoto: なかなかこないボスになりそうw
[8:05:57] ロジーー: この世界変な人多いのか
[8:08:28] fukutoto: ライセンス持ってないw
[8:08:44] agekk0: マックさん奥深い
[8:08:45] funibo: なんか深い人物だな
[8:09:57] agekk0: 署長マジで遅いじゃんww
[8:10:50] fukutoto: ww
[8:10:52] ロジーー: プリズンかな
[8:11:09] はっこ310: そうではないのよｗ
[8:13:43] fukutoto: 2時に一斉は面倒だな
[8:15:22] ふぁいぴ: ｗｗｗ
[8:15:50] fukutoto: えっ
[8:16:01] ロジーー: 署長どうなる？
[8:16:25] マナさん: あ
[8:16:35] ロジーー: 署長借金の上にクビまで・・・
[8:16:46] ロジーー: 左遷か！？
[8:16:46] goigo2go3: めっちゃ怒られてるw
[8:17:14] マナさん: ド正論パンチ食らってるｗ
[8:17:23] ロジーー: ｗｗｗｗｗ
[8:17:27] funibo: wｗｗｗ
[8:17:31] ロジーー: ダメに決まってんだろ！！！
[8:18:05] ロジーー: ｗｗｗｗ
[8:18:24] ロジーー: イベントの裏でこっちは大目玉
[8:18:30] fukutoto: そういえば電話番号流出ってどうなったんだろ？
[8:19:03] ロジーー: ｻｾﾝ・・・
[8:19:07] こたみん: 世代交代がギャグすぎるｗ
[8:19:17] マナさん: それは本当にそうｗ
[8:19:36] ロジーー: ｗｗｗｗｗ
[8:19:59] ふぁいぴ: 何なんやｗ
[8:19:59] ロジーー: 警察は警察でおもろいよなぁ
[8:20:38] fukutoto: ww
[8:20:44] funibo: 退路ないよぉｗ
[8:20:57] ロジーー: あああああ
[8:20:59] funibo: wwwwww
[8:20:59] ふぁいぴ: きたあｗ
[8:21:00] fukutoto: w
[8:21:07] ロジーー: 借金まみれに左遷
[8:21:08] はっこ310: 署長いなくなったｗ
[8:21:44] ロジーー: ｗｗｗｗ
[8:21:45] マナさん: いったああああああ
[8:21:45] funibo: wwwwww
[8:21:49] fukutoto: 胃に穴開きそう
[8:21:56] ふぁいぴ: ｗｗｗｗｗｗｗ
[8:21:58] こたみん: 真の皇帝になｔった「ｗ
[8:22:03] ロジーー: ｗｗｗｗｗ
[8:22:05] マナさん: なずぴタイミング良すぎるｗｗｗ
[8:22:27] fukutoto: wwwww
[8:22:34] こたみん: ケインオーも参戦する？
[8:22:48] ロジーー: ｗｗｗｗｗｗｗｗｗｗ
[8:23:01] funibo: もう収集つかねぇよwww
[8:23:09] ロジーー: なずぴ署長誕生する？
[8:23:11] ふぁいぴ: もうめちゃくちゃだよ〜
[8:23:18] ロジーー: あれ
[8:23:19] fukutoto: えっやばくね
[8:23:24] ロジーー: おもろい人いるｗｗｗｗｗ
[8:23:51] ロジーー: コメディ
[8:24:17] ロジーー: 後ろに立ってる人がマジでｗ
[8:25:00] fukutoto: メンタル強くないと署長やばいだろ
[8:25:06] ぼさつもんじゅ: なんかポリスアカデミー思い出すわ
[8:25:07] ロジーー: ｗｗｗ
[8:25:21] fukutoto: ここにお金貰ってる人いますw
[8:25:31] kodemari_ak: 署長候補二人とも衛星外なのおもろいｗｗ
[8:27:22] funibo: こわｗ
[8:27:33] マナさん: ちゃんと怒られてるｗｗｗ
[8:27:47] fukutoto: ドリさんは胃に穴開くw
[8:29:51] fukutoto: 終わったw
[8:30:44] マナさん: 新署長どっちも衛星外なのマジｗｗ
[8:31:03] Nightbot: Twitter:https://twitter.com/R6S_guilty
[8:31:22] マナさん: 市長も大変だ
[8:32:11] zizipepero: wwwww
[8:32:11] ぺりかんべん: www
[8:32:15] マナさん: ｗｗｗ
[8:32:20] fukutoto: もうぐちゃぐちゃだよw
[8:32:21] funibo: キマりすぎｗｗｗ
[8:32:21] zizipepero: えぐw
[8:32:39] fukutoto: スタッシュってどうなる？
[8:32:47] マナさん: だからなんでいるんだよｗｗｗ
[8:32:52] fukutoto: 捕まえるか
[8:33:25] fukutoto: イベントテロ罪w
[8:33:25] funibo: 早速www
[8:33:38] マナさん: イベント時間中だからイベントテロか？ｗ
[8:33:47] はっこ310: 市長も大変だｗ
[8:33:57] funibo: たしかにｗ
[8:34:03] ぺりかんべん: そうだったw
[8:35:27] funibo: あ
[8:35:38] あずさんです: 上司からはお金取っていいってこういう事だったんだな……
[8:35:43] ふぁいぴ: 問答無用やん
[8:35:45] はっこ310: wwwww
[8:35:52] ロジーー: ｗｗｗｗ
[8:36:01] マナさん: ｗｗｗ
[8:36:14] kei082205: お腹痛いｗｗｗ
[8:36:23] funibo: 言いえて妙だｗ
[8:36:55] ロジーー: ロケランがｗ
[8:37:32] fukutoto: いいなw
[8:38:44] ロジーー: ｗｗｗｗ
[8:39:01] ぼさつもんじゅ: 署長交代で月曜日は新社屋かぁw
[8:40:40] ロジーー: ロケット鉛筆式に２にあげてくれないかな
[8:41:45] マナさん: 個人ロッカーとかも消えるのかな
[8:41:55] ぼさつもんじゅ: 署内のアイテムどうすんだろ
[8:43:21] ふぁいぴ: こわｗ
[8:43:57] こたみん: ヘリでロープじゃない？
[8:45:01] こたみん: まぶしいなｗ
[8:45:18] ぼさつもんじゅ: 自転車のパトランプえぐい光るな
[8:46:14] fukutoto: スタッシュに食べ物あった気がする
[8:46:33] funibo: ！？
[8:46:59] ロジーー: あ
[8:47:27] fukutoto: 救急隊に連絡しないと
[8:57:28] マナさん: 悲しい…
[8:57:33] ふぁいぴ: BibleThump BibleThump BibleThump
[8:57:34] fukutoto: w
[8:57:39] funibo: 扱いひどすぎるｗｗ
[8:59:20] ロジーー: イベントのターゲットだしなぁ
[9:00:40] fukutoto: 言うて汚職って言われて裁判されても
[9:01:04] Nightbot: Twitter:https://twitter.com/R6S_guilty
[9:01:11] マナさん: それは本当にそうｗｗｗ
[9:01:11] ぺりかんべん: www
[9:01:26] ふぁいぴ: 正論パンチ
[9:01:29] ロジーー: ｗｗｗｗｗ
[9:01:31] ぺりかんべん: ダメだおもろすぎるwww
[9:01:57] ロジーー: でもなぁなんだよね
[9:02:36] マナさん: https://clips.twitch.tv/TenderKawaiiFungusFrankerZ-1iLIGopBtK9FtY4C
[9:04:25] ロジーー: あ
[9:04:33] ロジーー: イベントテロ罪だな
[9:04:41] funibo: ボーナスだああああああ
[9:04:47] fukutoto: ボーナスw
[9:04:50] ぺりかんべん: ヤバすぎい！
[9:08:09] ri_nemuri: ないすう
[9:08:09] マナさん: うっま
[9:08:14] ふぁいぴ: ないすう
[9:08:15] はっこ310: つよーい
[9:08:15] funibo: ないす！
[9:08:30] ロジーー: 護送しちゃおう
[9:09:01] ロジーー: ふぁいとー
[9:09:03] fukutoto: カバー欲しいな
[9:09:04] マナさん: パンクしてるのつらいなぁ
[9:10:57] funibo: ぐえ
[9:10:59] ふぁいぴ: うへー
[9:11:00] マナさん: ありゃ
[9:11:02] うお2: たばこ；；
[9:11:51] ぺりかんべん: よく頑張ったよー！
[9:11:58] ふぁいぴ: たばこ誤爆結構あるね
[9:15:13] マナさん: ぺいんさんもう上官の風格ある
[9:15:30] ロジーー: 結局2ダウン？
[9:18:50] ロジーー: ｗｗｗ
[9:18:59] マナさん: 懐かしいなｗ
[9:20:24] マナさん: 襲撃マジか
[9:20:30] funibo: 警察署襲撃…！？
[9:20:43] ロジーー: 拘束長かったし憂さ晴らししたかったんだろう
[9:20:45] マナさん: つんよ
[9:20:56] fukutoto: 誰だ？
[9:20:59] ゴマゴ: くー
[9:21:17] misstap_: 流石にか
[9:21:28] ロジーー: 遮蔽なかったしな
[9:21:37] ふぁいぴ: nt
[9:21:42] fukutoto: nt
[9:21:47] aimnutro: cpuつえ
[9:21:48] funibo: さすがに相手も位置も悪い
[9:22:39] fukutoto: ヘリもきてるし
[9:22:54] マナさん: 北署でもいいぞ
[9:22:56] ロジーー: まだいるのか
[9:23:25] バぁにぃ: 建て直しで襲撃されない本署になってほしいな
[9:24:12] マナさん: オルカ先輩危ないよ
[9:27:13] マナさん: 何の請求書だ
[9:27:21] kuzukiru3: 下の人と間違えてる？？
[9:27:26] fukutoto: へ？
[9:29:56] fukutoto: 請求書誰が切ったんだろ
[9:31:08] fukutoto: 間違い請求w
[9:31:20] Nightbot: Twitter:https://twitter.com/R6S_guilty
[9:36:52] ロジーー: 今日も今日とていそがしい
[9:37:33] ロジーー: そして電話がくると
[9:38:09] マナさん: 悲しそうな声してるｗ
[9:38:27] funibo: 成功のはずなのに悲しい…
[9:39:12] funibo: wwww
[9:39:15] ロジーー: ｗｗｗｗ
[9:39:24] マナさん: ランク1になっても結構やりたい放題やってんねｗ
[9:39:42] ロジーー: 元署長2週間で大丈夫かね？
[9:39:49] fukutoto: ランク1の方が重圧ないし
[9:42:24] マナさん: 懐中電灯持ったのに血痕拾わんのね
[9:45:41] bergkamp166: 襲撃一億円でいいよなー
[9:47:15] fukutoto: それ明日がw
[9:48:46] fukutoto: ヘリさっきから誰だw
[9:48:58] bergkamp166: 逆に署長っぽいやんw
[9:49:53] こたみん: ワンピースの元帥やめたセンゴクみたいな羽目の外し方
[9:51:26] kanano5281: 893
[9:51:32] katawaraitai: 3本は草
[9:53:59] ロジーー: ロボハラは・・・？
[9:55:31] funibo: wwww
[9:55:48] maru3d: 責任無くて楽しそうなの笑うんよ
[9:57:24] funibo: wwwwwww
[9:57:30] maru3d: wwwwww
[9:57:32] mekemeke33: ｗｗｗｗｗｗ
[9:57:33] kanano5281: wwww
[9:58:43] おるぅくん: ひでぇｗｗ
[10:00:39] おるぅくん: わちゃわちゃしてておもろい
[10:00:54] mekemeke33: ぺいんミュート貫通しとるｗｗ
[10:01:00] goigo2go3: ペインさんミュート貫通w
[10:01:20] Nightbot: Twitter:https://twitter.com/R6S_guilty
[10:02:46] kanano5281: 5時までやるの？
[10:02:53] sa0i: お疲れ様 無理せずに
[10:03:25] おるぅくん: 完全昼夜逆転
[10:03:36] kanano5281: ファーマー魂出てるなーw
[10:04:24] ぼさつもんじゅ: この時間にクラフトやればヘビィアーマーまで届くのか
[10:05:26] mekemeke33: ぺいんだったｗｗｗ
[10:05:28] funibo: www
[10:05:43] kanano5281: 悪のロボットwwww
[10:06:09] いつき優: ここに犯人おったwww
[10:06:24] ssss4121: ブロ許可でたw
[10:06:39] おるぅくん: ｗｗｗｗｗ
[10:06:43] maru3d: wwwwww
[10:07:33] kanano5281: wwwww
[10:08:31] ぼさつもんじゅ: 上官ランク下げたがりw
[10:10:49] ロジーー: 2円？
[10:10:51] maru3d: ぽんこつか...？
[10:11:06] こたみん: １億６千ってさっきのイベントテロのやつか？ｗ
[10:11:12] funibo: 自分の負債分かな？ｗ
[10:12:16] kanano5281: ギルくんのそのエフェクトはかかってるけど魂貫通してる声なんか好きだなw
[10:12:19] ロジーー: そいやサルタンにもコメットみたいな改造は可能なん？
[10:13:06] ロジーー: へぇ
[10:13:49] ぼさつもんじゅ: 着信もブロックしたし安心してクラフトできるな
[10:15:47] ロジーー: 結構ヘビーだったのでは？
[10:15:51] ぼさつもんじゅ: イベント中にイベント
[10:16:10] kanano5281: お疲れ様ー
[10:16:49] fukutoto: キャラ濃い人多いから何か起こるとカロリーがw
[10:16:52] ぼさつもんじゅ: 新しい警察署どんな感じになるんだろ
[10:17:32] フチコ: 明日は街が眠ってるんだっけ
[10:17:38] maru3d: お疲れ様です
[10:17:46] mekemeke33: 明日マ？
[10:17:59] BLTsandwich301: 日付的には明日
[10:17:59] マナさん: だから月曜日建て替えなのか
[10:18:03] kanano5281: ｵﾔﾝﾐﾀｲﾑ
[10:18:04] うお2: 日と月どっち？
[10:18:05] こたみん: 建て替えのためにかな
[10:18:08] よくすい: 月曜日
[10:18:08] いつき優: マ
[10:18:29] xxseturaxx: 北の家バレてる説ない？
[10:18:45] フチコ: ごめん俺もチラっと見た情報で書いちゃた
[10:19:03] fukutoto: 北はバレてる。昨日いる時にピンポンされてたし
[10:20:27] マナさん: ヘビーじゃないアーマー作って名に使うの
[10:20:44] マナさん: なるほど
[10:20:48] BLTsandwich301: 衛星外でやる人が多い理由がよくわかる
[10:21:04] kanano5281: チルタイム
[10:24:33] フチコ: これ眠いときにやってたら寝落ちそう
[10:25:00] kanano5281: 寝落ちはまずい､､
[10:25:17] kanano5281: いびきかくかな
[10:25:34] fukutoto: まあこの世界で寝落ちするとめっちゃ弄りがねw
[10:27:10] よくすい: キーモット？
[10:28:06] マナさん: jtsの営業停止解除されるのってもうそろそろだっけ
[10:29:14] ロジーー: また色々変化ありそうだな
[10:30:28] kanano5281: 今地中に埋まっていかなかった？w
[10:30:35] mekemeke33: かかってきてんだよｗｗ
[10:30:36] ロジーー: ｗｗｗｗｗｗｗ
[10:30:38] マナさん: ｗｗｗ
[10:30:38] maru3d: wwwww
[10:30:43] ロジーー: ナイスブロック
[10:30:47] kanano5281: 探されてるwww
[10:30:47] よくすい: あら
[10:30:52] funibo: しつけぇｗｗｗ
[10:31:03] fukutoto: ヘリで回ってるのかw
[10:31:09] aru_grenat: ブロックしといて良かったwww
[10:31:18] マナさん: 指名手配なんだｗ
[10:31:27] Nightbot: Twitter:https://twitter.com/R6S_guilty
[10:31:27] kanano5281: なしまさんw
[10:32:05] kanano5281: かっこいいやつきたぁ！！！
[10:32:06] マナさん: かっこいい
[10:32:24] ぼさつもんじゅ: もう一個はやばいw
[10:32:44] kanano5281: 乗り込んだww
[10:33:23] kanano5281: 乗るんだよwwww
[10:33:39] kanano5281: おおおおお
[10:33:41] マナさん: かっこよ！！！
[10:33:49] ロジーー: さすがやね
[10:33:50] funibo: ラスボスかぁ？ｗ
[10:33:53] kanano5281: ラスボスwwww
[10:34:54] kanano5281: 歪みじゃない？？ww
[10:34:59] funibo: 普通にフリーBGMでほしいやｗ
[10:35:07] マナさん: ｗｗｗｗ
[10:35:10] ロジーー: ｗｗｗ
[10:35:12] fukutoto: wwwww
[10:35:13] funibo: wwww
[10:35:17] kanano5281: 止まらんwwwww
[10:35:55] mekemeke33: ちゃんとSMG持ってんだよ
[10:36:30] kanano5281: 最高のドラテクが見れるぞー！！
[10:36:32] マナさん: えう
[10:36:43] kanano5281: おっもwww
[10:36:49] maru3d: おっもwww
[10:36:52] aru_grenat: www
[10:37:15] funibo: えｗ
[10:37:17] fukutoto: えっ
[10:37:17] kanano5281: あれwww
[10:37:20] ロジーー: ｗｗｗｗｗ
[10:37:25] よくすい: w
[10:37:31] kanano5281: 気まずwww
[10:37:34] よくすい: ペイン~~~~~
[10:37:40] いつき優: wwwwww
[10:38:00] mekemeke33: ｗｗｗｗｗｗｗ
[10:38:28] funibo: うめー
[10:38:35] ロジーー: もうこうなると無理
[10:38:58] kanano5281: うっまいなぁ
[10:39:48] kanano5281: wwwwww
[10:39:49] funibo: 草
[10:40:10] ぼさつもんじゅ: ww
[10:40:13] いつき優: 草
[10:40:15] マナさん: 一旦ギャグかｗ
[10:40:17] たなかっち123: ｗｗ
[10:40:37] kanano5281: またそのうち署に戻ってきそうw
[10:40:37] ロジーー: さてメンヘラ彼女に注意しないとかな
[10:41:20] マナさん: 無反応ｗ
[10:41:48] ロジーー: しかし、さっきの車かっこよかった。あの人らしいカッコいい車。
[10:42:03] ロジーー: あー
[10:42:21] Rudmaru: もんでぃシルバーやね
[10:42:44] kanano5281: チェイス上手かったなー
[10:42:48] ロジーー: ああみると追う側って無理やね
[10:43:31] goigo2go3: ビタビタだとフェイントもあるしどうするか難しそうね
[10:43:35] マナさん: でもビタビタだと急に曲がられたときに追いつけないって言う
[10:43:44] mekemeke33: ニトロ有りチェイスもおもろそう
[10:44:07] ロジーー: そうねぇ
[10:44:19] kanano5281: 結局逃げる側有利だよなぁ､､
[10:44:24] ロジーー: ﾐﾝﾄﾞﾘさん上手かったなぁ
[10:44:54] fukutoto: リサセン横ガレージ増えた？
[10:45:03] ロジーー: 可哀そうなひのまるこ・・・
[10:45:26] マナさん: 実家
[10:45:43] maru3d: リサセンの民
[10:45:51] mekemeke33: 住民ではなかったか…
[10:46:48] ロジーー: ｗｗｗ
[10:48:47] funibo: 気が狂ってるよw
[10:49:04] ロジーー: ｗ
[10:49:17] ぼさつもんじゅ: 家を買ってパンになったら新しい家を買う
[10:50:00] ロジーー: 作れなくなっちゃうんだろうな
[10:50:27] ロジーー: リサセンには変人が集まるんだな・・・
[10:50:41] maru3d: ファーマーしすぎてクビになりかけるのは草
[10:50:47] マナさん: そりゃ怒られるｗ
[10:50:53] ロジーー: この人も病気か・・・
[10:51:26] ぼさつもんじゅ: 普通にバイトテロw
[10:51:48] ロジーー: 海上誰がいるんだっけ
[10:52:12] maru3d: wwwww
[10:53:35] ssss4121: ファーマーの鏡
[10:54:25] mekemeke33: やっぱり住民じゃないか
[10:54:53] maru3d: なに！？
[10:55:05] マナさん: いいこと聞いたな
[10:55:07] mekemeke33: 買い得な物件だったか
[10:55:26] ロジーー: リサセンにはやはり重度なファーマーが集まるのか
[10:56:12] ロジーー: 店パンクさせる人は重度
[10:58:37] maru3d: この人、話し合うな
[10:58:57] fukutoto: 明日買われてたら笑う
[10:59:25] maru3d: 明日不動産に行くな この人
[11:00:34] mekemeke33: ヒント出すんだよｗ
[11:01:01] fukutoto: 買ったもん勝ちだしw
[11:01:22] Nightbot: Twitter:https://twitter.com/R6S_guilty
[11:01:27] ロジーー: 考える時間長すぎるもんな
[11:09:22] ロジーー: 警察いなくなったか
[11:10:15] fukutoto: 今日ヘリ練習で死んでないのもあるかも
[11:12:49] ロジーー: ｗ
[11:13:26] ロジーー: ちゃんとファームしてるなぁ
[11:13:54] ロジーー: ｗｗｗ
[11:13:56] mekemeke33: ｗｗｗｗ
[11:17:43] goigo2go3: クーパーってタイタンフォールも主人公か
[11:21:07] マナさん: 使い道のない素材ｗ
[11:21:29] fukutoto: 鬼w
[11:21:34] ロジーー: おもろいキャラ認識だろうなぁ
[11:23:33] ロジーー: ビョウキ
[11:23:38] mekemeke33: 重症な住民だ
[11:25:34] mekemeke33: カーボンかな？
[11:27:15] ロジーー: ケイン「趣味です」
[11:27:35] ロジーー: （リサセンは）趣味です
[11:28:08] mekemeke33: 怪我しながらリサセンに…
