[0:00:20] 小太刀00: おはよございます！
[3:30:08] sushiboysomg: 重さ（体重とメンタルよ
[3:30:13] karumimaguro: themus62TalkativeCat
[3:30:16] いちぞく: これが鬱だえ
[3:30:16] kittankeita: チャルには俺たちがついてるんだえ
[3:30:32] KABAYAKIGG: そうだよ
[3:30:35] zenith_ar: www
[3:30:37] kyrus_689: なんならストグラの中でイチャつけるんだぞ釈迦ちゃ
[3:30:39] tari7gou: wwww
[3:30:40] 由笑: わたしたちがいる
[3:30:41] ろいどです: やめろｗｗもう考えるなｗｗ
[3:30:41] kotokogjajw: 文字の俺等がいるよ
[3:30:41] sakana23: 恭ちゃんっていう希望があるえ
[3:30:42] くしなだよ: 俺らがいるだろ
[3:30:42] アル中ちゃん: リスナーがいるよ！
[3:30:43] ムー1030: ｗ
[3:30:44] 直生: BMCかな
[3:30:44] pilafu0: 誰に来て欲しいんだえ
[3:30:44] ottan555: うちらがいるえ
[3:30:44] ざきちゅーぶ: リスナーがいるえ
[3:30:47] りゅうとうだび: BMCでもいくか
[3:30:49] ムー1030: リスナーがいるだろおおおおおお
[3:30:49] デクだよ: やめてくれ BibleThump BibleThump BibleThump
[3:30:52] atsumori_pop: この話やめようぜ...
[3:30:52] pochicou: もう少ししたらみんなくるえ
[3:30:53] kittankeita: 観測者がいるんだえ
[3:30:55] かるがもん: きっともうすぐ誰か来るよ！！
[3:30:55] ざきちゅーぶ: あります
[3:31:00] o5_oma: ボタリンがいるえ
[3:31:01] rikizanpa: 本当面白いありけん！
[3:31:02] エメリ: リスナーがいるえー
[3:31:03] 花咲か兄さん: あるね
[3:31:08] t_tm0923: 我々リスナーのおっさんず
[3:31:09] ichi38_: その人すらいない
[3:31:10] らいかん87: 合コンいくえ
[3:31:12] kittankeita: 約3000人の観測者がいるんだえ
[3:31:13] ottan555: 3,000人がいるえ
[3:31:13] しゅららぼん03: 一旦Uberの人と話してみよ
[3:31:15] zenith_ar: あるえ
[3:31:16] 由笑: 観測者みんな悲しくなるよ～～～
[3:31:17] ざきちゅーぶ: ありけんさんの雑学すごいえ
[3:31:18] ナマコ魚雷: www
[3:31:21] 花咲か兄さん: www
[3:31:22] ムー1030: あー
[3:31:22] 半熟めんま: ｗｗｗｗ
[3:31:24] kittankeita: 観測者の数えぐいんだえ
[3:31:27] 威嚇のありくい: www
[3:31:29] user_001fin: ww
[3:31:35] bambichaaaan: 誰が一番先に起きてくると思う？
[3:31:35] 海猫だおーん: ゾンビだえ
[3:31:42] kyrus_689: あまみゃとコラボしよ
[3:31:47] 芋川芋機: ほな、ボタリンか
[3:31:48] haveAnero: オフ会するぞ
[3:31:50] t_tm0923: 観測者みんな男子校ノリだえ〜
[3:31:50] sushiboysomg: 風俗いけ！
[3:31:59] キィン: ハグ大事だわ
[3:31:59] プッチンプリン: ｗｗｗｗｗｗｗｗ
[3:31:59] らんぱ: アンブレラだしな
[3:32:00] zenith_ar: ゾンビw
[3:32:03] sosoynosoy: wwww
[3:32:06] atsumori_pop: ひでえｗｗｗｗ
[3:32:10] いちぞく: 風俗では満たされないえ
[3:32:11] user_001fin: 的確すぎるw
[3:32:11] 半熟めんま: 赤ちゃんゾンビ爆誕
[3:32:16] ohanamizu: ペット飼うとかは…
[3:32:17] gundora23: 心なき
[3:32:19] waka919: でも、こんだけ面白いのに彼女いないのは不思議
[3:32:24] ナマコ魚雷: まぁまぁ古参のゾンビは効くw
[3:32:29] kittankeita: 心なきは草w
[3:32:35] りゅうとうだび: ハムスター買う
[3:32:36] kakinootaane: 特定
[3:32:41] kuuhaku12140915: 赤ちゃんゾンビで吸い方が花山薫
[3:32:41] tennkoh: ｗｗｗ
[3:32:43] kyrus_689: あ
[3:32:45] らんぱ: クリティカルヒットだえ
[3:32:46] thiru_sudyn: 効く
[3:32:46] gundora23: きっく
[3:32:46] オレサま: アレクサに話しかけよ
[3:32:47] karumimaguro: wwwww
[3:32:47] かぷちーのさん: ww
[3:32:48] ろいどです: 刺さってるｗｗｗ
[3:32:48] zenith_ar: チクチク
[3:32:50] いちぞく: つらたん
[3:32:55] たろをまんじ: もう辞めてあげて
[3:32:56] love_upper: 効いてるw
[3:32:59] kittankeita: フォローしてるつもりが、刺してるんだえ
[3:33:01] チャッぴー: しんじ見てたら猫飼いたくなる
[3:33:08] 半熟めんま: 奥手じゃなかったら意外といけそうなのに
[3:33:13] ヨシダァァ: 面白い＝恋愛対象外ってことか
[3:33:13] かめれもん: 関わりやすすぎて、友達がベストなんだえ
[3:33:14] atsumori_pop: ちょっと攻防力低かったか
[3:33:14] 由笑: いいよ
[3:33:14] hiyokomanjuuuuu: 独り身でペット飼いだしたら終わる
[3:33:19] escrily: 高身長ってモテないの？
[3:33:23] Gold_T: みんなそうだよ。
[3:33:25] 狐爪: それはそう
[3:33:26] 海猫だおーん: そういうもん
[3:33:27] shin_misou: ありけん猫派か
[3:33:28] 半熟めんま: いいよ幸せじゃん
[3:33:29] ba50000: 金と身長あるのに顔がないだけなのに…
[3:33:30] pilafu0: aiロボット買えば？
[3:33:31] extravaganza0314: 確実に増えるよー（笑）
[3:33:31] karumimaguro: そういうもんだね
[3:33:31] riou18: し○じみたい
[3:33:32] kakinootaane: 食べそう
[3:33:33] ざきちゅーぶ: ww
[3:33:33] まろんちゃんこ: 猫より犬なんだ
[3:33:35] user_001fin: 猫困惑
[3:33:36] sushiboysomg: ハンクは猫飼ってたね
[3:33:38] manimani1155855756452: もうすっかりジジイだね
[3:33:39] mci_foden: たまに公園にいるおじさん
[3:33:39] たこでたこ: しんじがいい例
[3:33:41] sosoynosoy: 今と一緒だよ
[3:33:42] 威嚇のありくい: www
[3:33:44] 狐爪: sekiCocoshi
[3:33:45] りゅうとうだび: 独り身で動物買うと寿命縮むらしい
[3:33:49] かるがもん: すんくんは、犬飼ってるね
[3:33:49] kuuhaku12140915: おしゃべりゾンビ
[3:33:50] ぼくぽのいち: 自信満々キャラのほうが女の子にはウケがいいからなぁ、、オレ様キャラの割合増やす？
[3:34:04] 半熟めんま: ひとりごつおじさん
[3:34:06] たろをまんじ: 爆発するな
[3:34:08] mci_foden: 即死だえ
[3:34:10] オレサま: でもゾンビじゃん
[3:34:12] ざきちゅーぶ: 長く生きて欲しいえ
[3:34:26] ざきちゅーぶ: 漫画の見過ぎだww
[3:34:27] megu0418: きつ
[3:34:29] karumimaguro: えwww
[3:34:29] くしなだよ: 嫌すぎるww
[3:34:31] レヴィ99: イタイ奴やww
[3:34:32] かるがもん: そんな男ヤダ！
[3:34:32] user_001fin: 何様だよ
[3:34:35] こまりゅう615: 人によるだろw
[3:34:36] 海猫だおーん: wwww
[3:34:36] 半熟めんま: 気になる子とかいないの？ガチで
[3:34:38] かめれもん: 俺様すぎる体型
[3:34:38] pilafu0: わきをを見習うんだ
[3:34:38] ソルティー_: 見るの辞めるねw
[3:34:38] いちぞく: 辛いえ
[3:34:40] karumimaguro: いやだ！
[3:34:41] わんこのぽち: お前のものは俺のもの
[3:34:46] ざきちゅーぶ: こないか！
[3:34:47] らんぱ: 俺様にしてはベビーフェイスすぎるえ
[3:34:48] riou18: イテテテテテ
[3:34:49] love_upper: イケメンに限るってやつ
[3:34:50] sushiboysomg: ジャイアン
[3:34:50] zenith_ar: ww
[3:34:52] 半熟めんま: ｗｗｗｗｗ
[3:34:54] 海猫だおーん: デブで坊主で俺様キャラはヤバい
[3:34:54] fe_ichaival: 人間誠実が一番だえ
[3:34:59] ざきちゅーぶ: 何したらくるんだ！
[3:35:00] megu0418: ぶた
[3:35:04] ナマコ魚雷: ブタ鼻www
[3:35:04] zenith_ar: ジャイアンw
[3:35:06] user_001fin: でも好きで来ちゃうんやなー
[3:35:12] ざきちゅーぶ: ww
[3:35:21] 半熟めんま: 遊んでみたいって思っても有名人にＤＭする勇気はないよねぇ
[3:35:24] ohanamizu: むしろありけんさんのガチタイプの女性ってどんな感じの方なんだろ？モテそうなのに
[3:35:25] pilafu0: Vに転生する？
[3:35:34] atsumori_pop: お腹減ってるから気分落ち込んでるんじゃない？ｗ
[3:35:36] 海猫だおーん: まだ頼んでねぇのかよww
[3:35:58] gorillawwwwww: 恭ちゃんみてみろよ、奇声あげて飯食ってるだけだぞそれで嫁いるぞ
[3:36:06] キィン: 配信やってたら暇無さそう
[3:36:07] hiyokomanjuuuuu: 好きになったらそれがタイプよ
[3:36:10] てぃむ__0001: 焦りで付き合っちゃだめだよ🥺
[3:36:17] ナマコ魚雷: 魂を理解出来る人か…
[3:36:19] starline011: 好きな人がタイプか
[3:36:29] morimorg: 金持ちのおばあちゃん捕まえるえw
[3:36:33] まじぇすてぃっく: 今日はみんな遅いな・・
[3:36:44] いとあ: チャルロスさんごめんゴーストから実態を持ちに行きます
[3:36:47] take_dad_1005: 黒いワンコかわいいえ
[3:36:54] KABAYAKIGG: グギギ
[3:36:55] とろとろぴく: 水じゃないんかい
[3:36:56] karumimaguro: えぐいw
[3:36:58] extravaganza0314: やったー！
[3:36:59] ざきちゅーぶ: ありがとございます
[3:37:02] 由笑: それもたのしい！
[3:37:04] hichan722: わーい！
[3:37:05] Kaminagi_TKP: 街で行ったことないお店とかある？
[3:37:05] 5kaede: ずっと画変わらんw
[3:37:05] Gold_T: で、朝ご飯は。
[3:37:08] pilafu0: ボタリンの為に頑張るえ
[3:37:10] kittankeita: 同期が恋しいんだえ
[3:37:12] ランプアイ: 雑談でもだえ必要なんか？
[3:37:16] 01rukka: kettunOwata￼ kettunOwata
[3:37:21] しろしろくんどっと: 摘んだっていい
[3:37:22] キィン: 水汲みやない？
[3:37:27] waka919: お？
[3:37:31] まじぇすてぃっく: おお
[3:37:32] extravaganza0314: 政宗ー！
[3:37:32] かるがもん: ま、政宗ーー！
[3:37:34] ナマコ魚雷: おお
[3:37:35] Kaminagi_TKP: まさむねえええええええ
[3:37:35] nyonmenm: まさー－－－
[3:37:35] dondorondoteto: おおお
[3:37:37] しゅららぼん03: おお！！
[3:37:37] gundora23: まさむねーーー
[3:37:40] ざきちゅーぶ: 良い人
[3:37:42] 直生: パトカー乗らないのｗ
[3:37:45] 1103arashi: 政宗ー
[3:37:48] mci_foden: お得意さんだえ
[3:37:49] user_001fin: ん？
[3:37:53] 赤見二等兵: 自首？
[3:37:57] ys_fufufu: 来た〜！
[3:38:06] ジヴァ: www
[3:38:06] takuchan12: 政宗誕生日おめでとうだえ
[3:38:12] zenith_ar: www
[3:38:15] ざきちゅーぶ: へへ
[3:38:21] かるがもん: 半年www
[3:38:28] amane_s: やったーーー
[3:38:45] 千葉遼: 和の娘と同じ👍
[3:38:45] hiyokomanjuuuuu: しょうじさん、もう餡に来るえ
[3:38:51] ichi38_: やっぱしょうじだえ
[3:38:59] 千葉遼: 私でした
[3:39:06] user_001fin: しゃうちゃんのにかのりおもろかった
[3:39:24] ざきちゅーぶ: ありがとうだえ
[3:39:35] 半熟めんま: ｗｗｗｗ
[3:39:40] atsumori_pop: 雑談楽しいからｗｗｗ
[3:39:46] かるがもん: 餡は夜行性だぇ
[3:39:55] しろしろくんどっと: 一応お薬500個作ったからね
[3:40:36] waka919: 新しい出会いのチャンスきたコレ
[3:40:51] atsumori_pop: ストーリー動き出した
[3:40:51] りゅうとうだび: え
[3:40:58] 半熟めんま: 優しすぎるｗ
[3:41:16] karumimaguro: キャバクラいくえ
[3:41:19] user_001fin: いこ
[3:41:20] とろとろぴく: シンプルに詐欺だえ
[3:41:23] かるがもん: ボッタクリだぇ
[3:41:24] まじぇすてぃっく: 2億はえぐいｗｗ
[3:41:25] Kaminagi_TKP: ２億いかれるキャバクラはやばいｗｗ
[3:41:27] 直生: ええええｗ
[3:41:32] しばですよ: こんでぶ
[3:41:33] オレサま: クスリとキャバクラの夢のループはじまるえ
[3:41:35] sushiboysomg: 2億w？
[3:41:40] エメリ: やばすぎw
[3:41:40] waka919: えぐw
[3:41:42] Kaminagi_TKP: 取り締まれよ警察ｗ
[3:41:44] hiyokomanjuuuuu: というか3トンの車かうえ
[3:41:49] sushiboysomg: 白市民から2億取るのはやばすぎる
[3:41:59] しゅららぼん03: キャバクラで彼女つくるえ！
[3:42:01] Kaminagi_TKP: ペールノエル開いた？
[3:42:26] mci_foden: 優しいえ
[3:42:45] pilafu0: エタノール飲むえ
[3:43:01] みじんこベジた: ここなちゃんいるんじゃないの？
[3:43:09] 直生: こんな優しくていいのか
[3:43:36] gundora23: 耐えてるｗ
[3:43:36] Kaminagi_TKP: え？
[3:43:40] KABAYAKIGG: え？
[3:43:41] チャッぴー: えｗｗｗ
[3:43:47] love_upper: 耐えれるんだww
[3:43:47] しぇぱ3: ｗｗｗｗ
[3:43:51] Kaminagi_TKP: 一瞬時間が巻き戻ったえ？ｗ
[3:43:52] atsumori_pop: 精神力なんだｗｗ
[3:43:56] amane_s: 気合かｗ
[3:44:01] 1_729_: モモンガww
[3:44:05] gundora23: モモンガかなｗ
[3:44:46] kittankeita: 同期はどこ行ったんだえー
[3:44:51] Kaminagi_TKP: ６人くらいで飛行場やってた気がする
[3:44:55] 半熟めんま: ｗｗｗ
[3:45:16] amane_s: 女の子だー
[3:45:24] mci_foden: 元龍斉？
[3:45:36] たこでたこ: あれ、こないだ服買った時いた人？
[3:45:40] ナマコ魚雷: あ
[3:45:41] しばですよ: あ
[3:45:41] かぷちーのさん: あw
[3:45:41] thiru_sudyn: あ
[3:45:42] gundora23: ああああ
[3:45:42] 直生: 元NMBってこと？？？
[3:45:42] ソルティー_: www
[3:45:43] 湘南マグナム: あｗ
[3:45:44] 赤見二等兵: あ
[3:45:44] らんぱ: あ
[3:45:46] karumimaguro: あw
[3:45:46] karu__ururu: あ
[3:45:46] megu0418: ｗｗｗｗ
[3:45:46] 海猫だおーん: あ
[3:45:52] にーとろる: 藤木くん君は卑怯者だね
[3:45:53] 半熟めんま: あ
[3:45:57] Kaminagi_TKP: ｗｗｗｗｗｗ
[3:45:57] mqcaron7: あ
[3:45:58] loop_08: あの時のw
[3:46:02] 半熟めんま: ｗｗｗｗｗｗｗ
[3:46:03] 花咲か兄さん: w
[3:46:08] papapapupepon: 声特定されたw
[3:46:09] ムー1030: 君は卑怯だね
[3:46:12] かぷちーのさん: www
[3:46:23] haveAnero: 顔おなじだからね
[3:46:30] ムー1030: 本当に探してくれたのかい？
[3:46:35] Kaminagi_TKP: ｗｗｗｗ
[3:46:45] tomato4698: 頭の集合体ガチきついwww
[3:47:22] 直生: しょうじｗ
[3:47:26] mimisaku3123: wwwww
[3:47:34] いちぞく: ダメ出し入ったえ
[3:47:34] sushiboysomg: フォトナ勢
[3:47:37] shin_misou: しょうじアドリブ出来るのいいねw
[3:47:46] しぇぱ3: おおお
[3:47:47] わんこのぽち: ボマー捕まえた
[3:47:50] atsumori_pop: おお！？
[3:47:51] thiru_sudyn: お
[3:47:51] noko_noko3: お
[3:47:53] ichi38_: お
[3:47:53] key_umi: 同期だ
[3:47:53] karumimaguro: おおおお
[3:47:53] にーとろる: 葉ま？w
[3:47:54] りゅうとうだび: 葉？
[3:47:57] デクだよ: ！？
[3:47:58] しゅららぼん03: ようだー
[3:47:59] karumimaguro: 葉ま？
[3:48:00] noko_noko3: 珍しいのきた
[3:48:01] kittankeita: 葉
[3:48:01] pilafu0: 返事してやれよww
[3:48:02] dondorondoteto: 葉！！
[3:48:02] atsumori_pop: 葉っぱくん！
[3:48:03] kittankeita: ちゃる！！
[3:48:03] o5_oma: おー！よう
[3:48:38] 奄美迦楼羅: 葉くん今日何番だい？
[3:48:40] ottan555: ええ
[3:48:47] たこでたこ: ？
[3:48:50] 花咲か兄さん: ゴンの腕とかえ？
[3:49:00] いちぞく: 絵が嫌いなんじゃない？
[3:49:03] ナマコ魚雷: ぐろw
[3:49:14] pilafu0: ヘルメットでしょーじのフォトナ固定スキン作れそうやん
[3:49:23] 特濃あんころ餅: クロちゃんは？
[3:49:24] mikkenyu: 目暮警部作らないんですか？
[3:49:24] kira_0426: 笑笑
[3:49:25] noko_noko3: 反応悪いなｗ
[3:49:26] 858625: 何それって聞いててフル無視マ？
[3:49:38] papapapupepon: ここなちゃん全部伝わってなさそう
[3:49:42] masgsa1052: 物貰ったから解放された
[3:49:48] atsumori_pop: こっわｗ
[3:49:57] mci_foden: ゴブリンw
[3:50:03] しぇぱ3: ｗｗｗｗｗｗｗｗｗｗ
[3:50:05] noko_noko3: ｗｗｗｗｗｗｗｗｗ
[3:50:06] atsumori_pop: ええ！？
[3:50:07] want_5870: えぐ
[3:50:07] ソルティー_: やばいってw
[3:50:08] いちぞく: ええええ
[3:50:09] kirsten0125: ｗｗｗｗｗｗｗｗｗｗｗ
[3:50:09] waka919: リクエストしてるしw
[3:50:10] ottan555: え
[3:50:10] まじぇすてぃっく: セクハラｗｗ
[3:50:10] shio727: あ
[3:50:10] karu__ururu: え
[3:50:10] amane_s: ｗｗｗｗ
[3:50:12] thiru_sudyn: ええ
[3:50:13] dorokage: けだものめ
[3:50:13] かめれもん: あら
[3:50:14] binzdayo: えええ
[3:50:15] 野良餃子: あーーー
[3:50:17] KABAYAKIGG: wwwwww
[3:50:17] 限界コンカフェ嬢: WWW
[3:50:18] エービー: けだものめ
[3:50:19] mci_foden: 悪い子だなぁ
[3:50:21] sushiboysomg: ドビーは悪いこ ドビーは悪いこ
[3:50:23] にーとろる: めちゃめちゃキスやんw
[3:50:24] binzdayo: wwwwwwww
[3:50:24] kira_0426: 笑笑
[3:50:24] 花咲か兄さん: ドビーに興奮するの草
[3:50:24] gundora23: 草
[3:50:25] extravaganza0314: 欲求不満が、
[3:50:27] 直生: セクハラ罪ｗ
[3:50:27] papapapupepon: セクハラ罪か
[3:50:30] suuujiro: めぐみちゃんシャブ漬けにしようぜ
[3:50:30] ichi38_: ドビーは悪い子
[3:50:30] 芋川芋機: www
[3:50:31] amane_s: 腹痛い
[3:50:34] ぼくぽのいち: ｗｗｗラッキースケベ
[3:50:35] bupogang1: 流石にセクハラ罪か
[3:50:54] 朕は沢田: ドビーほんと似てるんだよ
[3:50:57] 半熟めんま: 全部してくれるやんｗ
[3:51:01] waka919: NMBにwww炎上手前www
[3:51:01] ざきちゅーぶ: 好き
[3:51:24] alliance_waka: 今のはクッリプだろw
[3:51:26] sushiboysomg: 雑談後にこのRPを見るとより悲しい化け物感が際立つな
[3:51:49] いちぞく: 欲求不満出たのめっちゃ笑った
[3:52:09] ざきちゅーぶ: 新しいネタも楽しみです
[3:52:24] atsumori_pop: しょうじだけはいつも笑ってくれるなｗ
[3:52:27] ざきちゅーぶ: 良い顔と声
[3:52:56] 海猫だおーん: ww
[3:53:05] 半熟めんま: ｗｗｗｗｗ
[3:53:05] aoyanx: 女の子が分からないえ
[3:53:07] プッチンプリン: ｗｗｗｗｗｗｗ
[3:53:07] しぇぱ3: うまいｗ
[3:53:09] 直生: うまｗ
[3:53:10] kirsten0125: ｗｗｗｗｗｗｗｗ
[3:53:13] あふだぞ: www
[3:53:18] 鬼九: ｗｗｗｗｗｗ
[3:53:20] ottan555: うんまww
[3:53:28] いちぞく: 俺もない
[3:53:34] papapapupepon: モノマネのモノマネかな
[3:53:41] ざきちゅーぶ: これも好きです VirtualHug
[3:53:42] ichi38_: あなたが好きだからー
[3:53:54] 直生: くろちゃんでやると違和感ｗ
[3:54:07] mci_foden: しーん
[3:54:20] しぇぱ3: クロちゃん知らんはあるかぁ？
[3:54:21] papapapupepon: ここなちゃんほぼ伝わってなかったなw
[3:54:24] いちぞく: 世代間ギャップがね
[3:54:33] ぶたぁー: こわwww
[3:55:02] いちぞく: え
[3:55:03] 直生: こわｗ
[3:55:11] あーみゃ2525: 停電だ
[3:55:13] ottan555: 停電？
[3:55:17] atsumori_pop: 停電だ！
[3:55:17] ごりらぁ: 銀行やるえ！w
[3:55:17] Kaminagi_TKP: 停電してるし、カジノヘイストだ
[3:55:18] やいゆえよよ: わお
[3:55:33] ソルティー_: 懐かしいな
[3:55:35] ざきちゅーぶ: 急展開！
[3:55:39] いちぞく: ありそうだね
[3:55:44] しぇぱ3: ｗｗｗｗｗｗｗｗ
[3:55:48] noko_noko3: 絶対場所しらねぇだろｗ
[3:55:49] ごりらぁ: wwwwww
[3:55:50] atsumori_pop: 葉くん寂しがり屋じゃない？ｗｗ
[3:55:52] ソルティー_: なんかってw
[3:55:56] gundora23: 絶対覚えてない
[3:55:59] 鬼九: ｗｗｗｗｗｗ
[3:56:27] りゅうとうだび: アーティか
[3:56:49] ys_fufufu: 前もこんな感じなかった？
[3:56:53] レヴィ99: 葉はチャルが本当にいないとこないなww
[3:56:54] papapapupepon: ボブキャットめっちゃ暗そう
[3:57:13] noko_noko3: ｗｗｗｗｗ
[3:57:19] まじぇすてぃっく: ｗｗ
[3:57:21] ざきちゅーぶ: 良いコンビだえw
[3:57:22] 海猫だおーん: www
[3:57:22] ごりらぁ: 嘘つくなwwwwww
[3:57:29] しぇぱ3: 2人！？
[3:57:35] まじぇすてぃっく: 不安だえｗｗ
[3:57:38] gundora23: 二人は怖いｗ
[3:57:38] tarou0796: 速攻死んでるから実質ないかw
[3:57:40] zenith_ar: ww
[3:57:52] gundora23: 久しいなこの車
[3:57:52] オレサま: ヨウが壊れたラジカセに
[3:57:53] とらまり: みかん号だえ
[3:57:58] lelelele4415: あれ、葉服スーツだえ
[3:57:58] amane_s: 葉久しぶりだー
[3:58:14] ざきちゅーぶ: 今のチャルはすごいえ
[3:58:15] izagi180: 博士のステッカーかわいいｗ
[3:58:18] iytreszhii: 葉の声元気でるなあ
[3:58:28] papapapupepon: なんなら葉2回行ってるだろ
[3:58:44] iytreszhii: 被せれればいけるな
[3:58:47] setunry: 葉戦闘服揃えないと新しいやつに
[3:58:54] 朕は沢田: ww
[3:59:13] iytreszhii: 動じなすぎだろww
[3:59:13] まじぇすてぃっく: カジノもいずれ餡でやって欲しいなぁ見たことない
[3:59:20] エメリ: 餡もカジノ早くやりたいね
[3:59:36] ざきちゅーぶ: かっこいいえ
[3:59:56] Kaminagi_TKP: 滑ってるｗ
[3:59:56] 858625: はえー
[3:59:58] amane_s: 葉事故るぞｗ
[3:59:59] 花咲か兄さん: w
[4:00:08] まじぇすてぃっく: こっちは4WDだから雪でもいけるね～
[4:00:29] zenith_ar: 速いなぁ
[4:00:30] noko_noko3: ハンク
[4:00:32] hirata923: ハンクか
[4:00:53] waka919: 4人になった
[4:00:59] tarou0796: この時間ぐらいから起きてくるよね
[4:01:42] 半熟めんま: 今日はチャルが始める時間早かったもんね
[4:01:55] Kaminagi_TKP: イベントｗ
[4:02:02] 由笑: 取りに行ってないとか
[4:02:22] atsumori_pop: 旧大型服やんｗ
[4:02:27] mini_gori: 葉が見るわけない
[4:02:59] しろしろくんどっと: 脳みそぐちゃぐちゃになっても生きてる
[4:03:01] papapapupepon: 一応警備員なんでね
[4:03:05] さしみしょうゆ: 一人称足撃ち
[4:03:10] レヴィ99: アーマー足りなくなるよなあそこ
[4:03:36] takusuke61: 前回言ってたグレもってくかえ？
[4:03:52] 858625: アーマー2個くらいいらない？
[4:04:24] waka919: 心無き殺戮楽しみだえ
[4:05:10] ざきちゅーぶ: 葉くんとドライブ VirtualHug
[4:05:12] atsumori_pop: ファイティーン！
[4:05:24] 由笑: 4人ボブキャたのしみ～～～
[4:05:27] 直生: がんばー
[4:05:33] gundora23: 速さ大事
[4:05:40] 由笑: wwww
[4:05:40] 狐爪: NotLikeThis
[4:05:40] atsumori_pop: ｗｗｗ
[4:05:40] gundora23: 絶えなかったか
[4:05:41] 直生: ぎゃーーーーーー
[4:05:42] 朕は沢田: うわ
[4:05:43] もにもんさん: 耐えられなかったｗｗ
[4:05:43] 花咲か兄さん: あ
[4:05:43] amane_s: 気合が足りなかったかー
[4:05:45] しろしろくんどっと: だるぅ
[4:05:45] たろをまんじ: 萎え
[4:05:45] rinnemu75: あ
[4:05:45] ottan555: あー
[4:05:49] thiru_sudyn: 耐えれなかった
[4:05:50] yosivaru: ここでかw
[4:05:51] dosmomoji: きょせめそだえ
[4:05:52] Kaminagi_TKP: まぁミッション前の瞑想と思えば
[4:05:52] karu__ururu: 気合いたりかったかー
[4:05:52] しぇぱ3: WutFace
[4:05:53] mini_gori: 2秒で何回言ったw
[4:05:53] エメリ: あうう
[4:05:55] レヴィ99: まぁ大型前のいい瞑想か
[4:05:56] りゅうとうだび: つらいえ
[4:05:57] やおねえ: あらまや
[4:05:58] ざきちゅーぶ: そういう時もあるえ
[4:06:00] george_1017: 気合足りんかったかー
[4:06:10] エービー: 歪み対策だと思えば
[4:06:13] 限界コンカフェ嬢: 受注チャルじゃないからセーフ！！
[4:06:21] まじぇすてぃっく: リベンジ頑張れ～
[4:06:23] waka919: 葉はどうなったかなw
[4:06:24] りゅうとうだび: 一旦落ち着こう
[4:06:40] 由笑: 今日で
[4:06:42] 直生: 銀河アニキ
[4:06:44] MolympoS: アニキ
[4:06:46] わさび329: 兄貴
[4:06:48] karumimaguro: アニキ
[4:06:49] まじぇすてぃっく: 銀河一さんねｗ
[4:06:51] gundora23: 銀河一さんだえ
[4:06:53] ムー1030: 銀河一兄貴
[4:06:54] takuchan12: ちーちゃんお別れだえ
[4:06:55] 由笑: ちーちゃん(泣)
[4:06:56] ざきちゅーぶ: 描くえ
[4:06:56] Kaminagi_TKP: ちーちゃんそろそろ卒業だっけ？
[4:07:02] りゅうとうだび: アナ雪やで
[4:07:03] ムー1030: ちーちゃんさようなら
[4:07:05] 花咲か兄さん: 最後リア充
[4:07:09] airplayerx: 犯罪者不利なロード画面
[4:08:00] papapapupepon: 戦闘服それでいいのか？
[4:08:13] 858625: 葉新しい戦闘服知らないんじゃない？
[4:08:18] あさやかま: 顔だけもダメじゃなかった？
[4:08:22] 芋川芋機: お面も防御あるって言ってなかったけ？
[4:08:33] Kaminagi_TKP: このマスク自体どうなんだろ
[4:08:35] amane_s: 考えることは同じか
[4:08:51] エメリ: 残念だぁ
[4:09:03] 限界コンカフェ嬢: あちゃ
[4:09:48] hiropon79: リセット忘れたんかな
[4:10:02] たろをまんじ: チャルフェイク
[4:10:24] ざきちゅーぶ: まさむねさん、ありがたいえ
[4:10:34] 858625: 葉の服教えてあげよ
[4:10:45] エメリ: おおー
[4:10:49] ichi38_: 4人で！？ww
[4:10:50] しぇぱ3: ユニオンまじかｗ
[4:10:55] mini_gori: ユニオンwwwwwww
[4:11:00] gundora23: ユニオンきたー！！
[4:11:03] thiru_sudyn: 頑張るえ〜
[4:11:03] hiropon79: きたあああああ
[4:11:05] 朕は沢田: まじかwww
[4:11:08] Kaminagi_TKP: ４人ユニオンｗ
[4:11:09] setunry: サーナイト使わないっけ?
[4:11:36] 直生: 修理しよう
[4:11:49] レヴィ99: テルミット必要になったな
[4:12:20] _つち_: 勝てば5000万や
[4:12:27] まじぇすてぃっく: 成功したらおいしいえ
[4:12:34] レヴィ99: 5000万でっか
[4:12:45] muchu17: テルミット戻さないとね
[4:12:57] masgsa1052: 4人ってヤバいな
[4:13:12] setunry: まー基本来ないだろうね
[4:13:14] ざきちゅーぶ: あちいえ、楽しみだえ
[4:13:14] エメリ: たのしみー
[4:13:21] viriviriviriviriviri: カジノ側こわいえ
[4:13:35] tarou0796: 4人でできたら伝説だえ
[4:14:29] gundora23: カジノが籠城してくれればくれるほどありがたい
[4:14:36] waka919: １人ユニオン成功もあるから全然いけるでー
[4:14:49] atsumori_pop: 一人5000万ぐらいか？ｗ
[4:15:09] jonyfu15: 葉大丈夫かな
[4:15:40] 奄美迦楼羅: フリーマネーかな
[4:15:49] dorei4443: ガソリン持ってくれー
[4:16:25] エービー: 警察くるかなあ
[4:16:32] レヴィ99: フリーマネーであってくれ
[4:16:44] waka919: サイレン待機
[4:16:53] twmonitor: パトカーの気配ゼロすぎないかｗ
[4:16:54] mini_gori: カジノってどんくらい時間かかるんやろな
