[0:00:03] nongtzz: 95
[1:42:31] lucifer9999991: ม่แล้วลุงคัย
[1:42:32] phuthanet_click: พี่เปายิงหรือแจ้คกี้อ่ะแชตทำไข่ทอดมา
[1:42:32] Willet999: อาตี๋เพรชครับ พึ่งเข้ามานี้ไง
[1:42:33] nonzeedszas10: 555
[1:42:34] somebadyluv: 5555
[1:42:35] jatingja_: ตา
[1:42:36] wuttisak_2001: LUL LUL
[1:42:36] johnxramboz: 5555
[1:42:42] cookie_cookie99: อาญา และแพ่ง
[1:42:43] saibee1995: พรุดจัด
[1:42:50] sorryprettyboiid: 5555
[1:42:55] bang_kimi: @jatingja_ เขาจะบอกบทไง
[1:42:56] earthwdee: ไม่เห็นจริงหรอ555
[1:43:01] banknoi9: น่าสงสัยสุดๆ555555
[1:43:07] Rihito_Bark: ละครช่องแม็ค555
[1:43:14] smokkewow: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:43:20] wolf_ezth: 555
[1:43:23] JJoJoe: 555555
[1:43:26] kozaa1700: !uptime
[1:43:26] SODSAI_TH: ตี๋โดนก่อนไม่ได้เพราะเค้ายิงแล้ววิ่งขึ้นรถประชาชน
[1:43:26] moskorawich: LUL
[1:43:27] Nightbot: Stream uptime 1 hour, 43 minutes, 46 seconds
[1:43:28] Jackzgoboy: คือคือคือ
[1:43:30] vipggh: ihavec1Thankyou
[1:43:33] barbiexxxxxx: คือคือคือ
[1:43:33] new_nitipat: 555555
[1:43:34] palangzzz: เคกะเม้ง เสียงเหมือนจังคับ5555
[1:43:35] traffix_stayxreal: 5555
[1:43:37] IZERSAD: 55555555555555
[1:43:37] Onsenz: เป๊ะ
[1:43:37] multipleza: 5555
[1:43:38] mark7783: 5555
[1:43:38] suradech11: อาตี๋เล่นใหญ่จัด
[1:43:39] i_am_wedday: จ้างร้อยเล่นล้าน
[1:43:40] nemesis_min: 55555555
[1:43:40] candyy_yy: 555555
[1:43:40] n0ir_rr: 555555
[1:43:40] delta_lx: 5555555555
[1:43:40] Periphery32: LUL
[1:43:40] ballbolt: 555555555
[1:43:41] dew_ezy: 5555555
[1:43:41] BIWyaniz: 55555555
[1:43:41] offsamui: จ้าง 10 บาทเล่น 1 ล้าน
[1:43:41] stamp_oopshot: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:43:42] TENLOWWELL: ตี๋ ผู้เถียงชนะทุกคน
[1:43:42] ARMWONGSATHORN: 5555
[1:43:42] earthwdee: ตี๋ออสกา555
[1:43:42] maxna_5924: WutFace WutFace
[1:43:42] fujixerox122: 565555555555555
[1:43:42] foon_km: 555
[1:43:44] 92834917: 255555555
[1:43:44] ga_nathaniel: 5555555
[1:43:44] nipon_12: NotLikeThis
[1:43:44] jayzbabybigboyz: 55555555555555
[1:43:44] onisoul053: 555555555
[1:43:44] Tinnamin_: RyuChamp RyuChamp RyuChamp
[1:43:44] minggoooooo: 555555555
[1:43:44] phuriqwwer: 555
[1:43:45] film90876: KonCha KonCha
[1:43:45] 6boogeyman6: LUL LUL
[1:43:45] Blackcoff_ch: 5555555555
[1:43:45] ArOma7x: LUL LUL
[1:43:45] PONRATUM: ไมล์ๆ
[1:43:46] kk_khamika: 555555
[1:43:46] banknoi9: 5555555
[1:43:46] May_Loku: rebirthztvHaha rebirthztvHaha
[1:43:46] 38_KillzX: 5555
[1:43:47] purple_moon_iusupczz: ไม่กดไมค์ StinkyGlitch
[1:43:47] ARTHUR_X0: 5555555
[1:43:47] jixnikub: rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200 rebirthztvIQ200
[1:43:47] non555___: ยับไม่กดไม
[1:43:47] kongkongiron895: เล่นใหญ่
[1:43:47] tanakorn_var: rebirthztv10 rebirthztv10 rebirthztv10
[1:43:47] 2much_gg: BibleThump BibleThump
[1:43:48] RICKERlET: สภาพ
[1:43:49] viewxview1590: rebirthztvSunn
[1:43:49] gotziraEZ: 555มิตรๆ
[1:43:50] khinglikeyme: 555555
[1:43:50] im_joker_01: 555555
[1:43:51] katay_kingkittisack: 555555555555
[1:43:51] nicotine_prince: LUL LUL LUL LUL
[1:43:51] Taruntisney: 555555
[1:43:51] farnizapi: ตี๋การแสดง
[1:43:52] maimelira: ละครหลังข่าวจัดๆ 555
[1:43:52] tanadon2582: ผู้กำกับเล่นเอง
[1:43:52] kittinun01: BibleThump BibleThump BibleThump
[1:43:52] bthebirdqwp: บีบน้ำตา
[1:43:52] Fist_Immortal: LUL
[1:43:53] whatlollipop: BibleThump BibleThump
[1:43:53] jatingja_: เพลง555
[1:43:54] jeramyyy_: 555555555555
[1:43:54] kannijiwa: จ้างร้อยเล่มล้าน5555
[1:43:54] ailwer12: สวัสดีครับลุง
[1:43:55] nus_11n: BibleThump BibleThump BibleThump BibleThump
[1:43:55] m_Mnight: ivydesCryja
[1:43:55] imbaiblue: ทำไมเม้งไม่สตีมแล้วงะ ?
[1:43:56] wolf_ezth: BibleThump BibleThump BibleThump
[1:43:56] TON_BP: LUL
[1:43:56] Ghost0team: จ้าง20เล่น100 อาตี๋เอง
[1:43:56] phakin_nook: rebirthztvMc_HF rebirthztvMc_HF rebirthztvMc_HF
[1:43:58] aloneldc: 555555
[1:43:58] coccyz07: โอ๋ๆนะพี่หงอก LUL
[1:43:58] deedo_kola: BibleThump BibleThump BibleThump
[1:43:59] purple_moon_iusupczz: jackey9Sad
[1:43:59] jirawat_ps: 5555555
[1:44:00] alfrid_001: เพลงแบบเส้วจัด
[1:44:01] not_tanapat: แม็กการละคร5555
[1:44:01] smokkewow: LUL
[1:44:02] SECHZEHN_: ซาวด์แฟรี่เทลมาละ555555555
[1:44:02] thea_lane: 5555555
[1:44:05] b3st: น้ำตาจระเข้
[1:44:05] Up2Skyy: BibleThump BibleThump
[1:44:06] giantsleep29: เล่นใหญเดียวไม่เนียนะ
[1:44:08] 6543_21: rebirthztvNeiyn
[1:44:09] nong254444: rebirthztvB
[1:44:09] little_cme: น้ำตามา
[1:44:12] natthachai999: แสดงได้ดี555
[1:44:13] dx_mac: 5555555555555555555555555555555555
[1:44:15] JJoJoe: 555555555555
[1:44:15] drramkung: คุณมันนิสัยไม่ดี🤣
[1:44:16] osuki_jamida: 5555
[1:44:16] 92834917: 55555555
[1:44:16] theerdaech: 555555555
[1:44:17] Jackzgoboy: 555555555
[1:44:17] mavisokgood: 55555555555555555
[1:44:17] maizembe: ไม่เอาเพลงนี้
[1:44:17] delta_lx: 555555555555
[1:44:18] am_pxre: 55555555555555
[1:44:18] rainkeepsfallingdown: 55555555
[1:44:18] somebadyluv: 555555
[1:44:18] mark7783: 555555
[1:44:18] Paipypy: LUL
[1:44:18] chanom65: rebirthztvHaha rebirthztvHaha
[1:44:18] thanisfine: 5555555555555
[1:44:18] suradech11: &555
[1:44:18] ga_nathaniel: 5555555
[1:44:18] bar1ccccc: 5555
[1:44:19] luit15: 555555555555
[1:44:20] sdwxz_: 555555555555555555
[1:44:21] peerapat_ice8: นึกว่าดูทรานฟอร์เมอร์55555
[1:44:21] stamp_oopshot: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:44:21] johnzaza_07: 555555555555555555555555555
[1:44:21] palmmyxa: ทำให้สมใจไม่ต้องจัดฮาก55555
[1:44:21] aiboww: 5555
[1:44:21] bigbear_r: 5555555
[1:44:21] BIWyaniz: 555555555555
[1:44:22] kappajimmyxXxxX: 55555555
[1:44:22] supasit9999: 5555555555
[1:44:22] lava_itachi: 5555555
[1:44:22] kk_khamika: 5555555555
[1:44:22] exsealect_earth: 555555555555
[1:44:22] ohm_154: 5555
[1:44:22] Witspekz: มาทั้งกรม
[1:44:23] aum1116: 55555555
[1:44:23] newse07: 5555555
[1:44:23] maimelira: 5555555555555555555
[1:44:23] jaoSadaharu: 5555555555
[1:44:23] minggoooooo: 5555555555555
[1:44:23] bokuya_: ทำไมขำ555555
[1:44:24] song_Jtrp: 555555555555
[1:44:24] arisa_85: 5555555
[1:44:24] paemkung0_0: 55555555
[1:44:25] fon_malli: 5555555
[1:44:25] blackz_skyz: ั555555
[1:44:25] jaylor1470: เสียงเศณ้า555555555
[1:44:25] napat__: ช่อง7ต้องการลุง
[1:44:25] what_x: 5555555
[1:44:26] nitikolok: 5555
[1:44:26] Blackcoff_ch: 555555555555
[1:44:27] ARTHUR_X0: 5555555
[1:44:27] jeramyyy_: จ้างร้อยเล่นล้าน
[1:44:27] artstaybp: เพลงมันเข้าใช่มั้ย5555555
[1:44:27] u6tr: 5555
[1:44:28] moo_thot: ฝากขัง ผอ 55
[1:44:28] film90876: :( :(
[1:44:28] Periphery32: น้ำตาไหลข้างเดียว55555
[1:44:29] jenoo0o: 55555555
[1:44:30] martinnnn7777: GlitchLit GlitchLit GlitchLit
[1:44:30] Fist_Immortal: LUL
[1:44:30] AriGaT0_: rebirthztvTueng rebirthztvTueng rebirthztvTueng
[1:44:30] banknoi9: 5555555555
[1:44:30] ten0416: เศผ้าเฉย
[1:44:31] d_donut_sk: ดูเเร๊ป555
[1:44:32] Dawineiei: เเสดงได้ดี
[1:44:32] minkymind: 55555555
[1:44:33] Willet999: อย่างชอบ55555
[1:44:33] 3sofree: 5555555
[1:44:33] noppanan5: 55
[1:44:34] sumat_: 5555
[1:44:35] KoMKRiT515: 5555
[1:44:36] khunpantv: 😣😣
[1:44:37] lufy201: ช่างสรรหา 5555
[1:44:37] nxeyy__: 555555
[1:44:37] khewst1: 555555ขำแห้งง
[1:44:38] Ghost0team: สภาพ
[1:44:38] visit_69: คิดถึงเกมอาม่าเลย
[1:44:39] Rocky_Still: rebirthztvHaha
[1:44:40] katay_kingkittisack: 555555555555555555
[1:44:40] sincure_: เล่นใหญ่รัชดาไล
[1:44:40] dts_25: 5555555555
[1:44:41] tao_hanami: :( :( :(
[1:44:42] jowboss_: 55555555
[1:44:42] nxpaz: 555555
[1:44:42] ohm_vag4my: SeemsGood SeemsGood
[1:44:42] PunkYHeartH: ออสก้ากี่ตัวดีคเ้าบ
[1:44:44] nai_non_: แฟรี่เทล 555
[1:44:44] madi_hook: ฟังเพลงนี้คิดถึงเเฟรี่เทวเลย
[1:44:44] pingzagio: 555555
[1:44:46] junior5525: ⁵⁵⁵⁵
[1:44:47] khinglikeyme: นัตสึ!!!  อ่าวๆมาผิด
[1:44:47] zimburng: ค่าจ้างไม่มี แต่เล่นเต็มจัดๆ
[1:44:47] DropDRAK: แฟรี่เทลป่ะ
[1:44:49] thanphisit1150: พี่เอสส
[1:44:51] natthawut_235: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:44:51] willythdd: 5555555
[1:44:52] chalit_t: 3 ผ่านน
[1:44:52] cruroy: เเฟรี่เทลว่ะ
[1:44:54] ga_nathaniel: น้ำตาไหลข้างเดียว55555
[1:44:55] teatealnw555: 555555
[1:44:56] beam5734: 555555555555555
[1:44:58] whatlollipop: CrreamAwk
[1:44:58] alex007x: 555
[1:44:58] mark_msp: เด็กชายคนนั้นดูหงอยเหงา ในมือของเขามีทินเนอร์
[1:44:58] babywinkuu: ดีนะไม่สอบสวนทีละคนเหมือนเมื่อก่อน
[1:45:00] darksine79: ⁵⁵⁵⁵⁵⁵⁵⁵
[1:45:02] 92834917: @nai_non_ คือไรหรอค่ะ
[1:45:02] NKR_92: กระทืบบไปไหน
[1:45:04] leelean8: ยาววว 5555
[1:45:04] mazed007: โอ๋ๆคับ
[1:45:06] yiew00: master มาคารอฟ
[1:45:06] jatingja_: กกต
[1:45:06] Nightbot: กองกำลังตู้! Kappa
[1:45:07] nonnonnon12: ไม่ใช่นะตี๋
[1:45:08] imbaiblue: 555555
[1:45:08] film90876: 5555
[1:45:10] DDna0012: @ga_leopard อย่างชอบ
[1:45:12] expg3: x
[1:45:12] phanuwit096: ⁵⁵⁵⁵⁵⁵⁵⁵
[1:45:13] f1kkung: พี่เอส
[1:45:13] Nightbot: พี่เอสหล่อมาก
[1:45:15] fujixerox122: 55555555555555555555555555
[1:45:16] johny_def: ซาวได้จัด555
[1:45:17] eddieyummy: โดนกระทืบไปไหน
[1:45:17] bigbadboya: 5555555555
[1:45:19] moo_thot: SeriousSloth SeriousSloth SeriousSloth
[1:45:19] donut_t0: อาตี๋แสดงเก่งจัด5555อิอิ
[1:45:21] nai_non_: @92834917 เพลงของ อนิเมะแฟรี่เทล
[1:45:21] cypnice: ไม่โดนลุงจบล่ะ
[1:45:22] kozaa1700: กมดค
[1:45:22] oak161: กกต
[1:45:22] Nightbot: ก็มาดิครับ!
[1:45:22] nemesis_min: 555555555
[1:45:23] natthawut_235: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:45:24] mark_markub: ⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵
[1:45:24] e_i_r_k_x_d: อฉ
[1:45:24] Nightbot: อร่อยเฉยย~~~
[1:45:25] jowboss_: นี่เเหละโรลเพย์ของจริง555555
[1:45:26] basch4kyz: ไม่มีโดนต่อยอ่อ
[1:45:26] attaporngab: 555
[1:45:26] asiapacific: เป็นตุเป็นตะ5555555555555555
[1:45:26] martinnicora: ต่อยหาย
[1:45:27] veryssr: กกต
[1:45:27] kittikawin888: เอก การละคร
[1:45:30] Most3592: ไม่เนียน
[1:45:30] toeynakub01: 555555555555555555555555555
[1:45:31] ta_007h: rp100
[1:45:32] tankbeer1: โดนกระทืบหาย55555
[1:45:34] thanphisit1150: ดาบอยู่ไหน
[1:45:35] 92834917: @nai_non_ คะๆ
[1:45:36] SUPARKITza: บอกมีต่อยด้วย
[1:45:36] traffix_stayxreal: 5555
[1:45:37] chanatripsongkrasin18: เข้าบท
[1:45:38] jatingja_: กมดค
[1:45:38] jenoo0o: ⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵
[1:45:39] kittycoi1: !พี่เอส
[1:45:39] MabOnnie: ทั้ง สน
[1:45:41] banknoi9: มีนักข่าวด้วย5555
[1:45:49] noppanan5: rebirthztvBad
[1:45:51] Rihito_Bark: เป็นพระเอกได้เลยครับ555
[1:45:52] oak161: พี่เอส
[1:45:52] Nightbot: พี่เอสหล่อมาก
[1:45:52] fujixerox122: ⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵⁵
[1:45:53] khinglikeyme: theme song-Fairytail เพลงนี้นะ
[1:45:53] siqsicq10: ฝ่ายเราไม่มีรูป 555
[1:45:53] mana5678: หาความเป็นทำ 5555
[1:45:53] natthawut_235: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:45:56] tar6789: ตอนตี๋พูดไม่โดนลุง
[1:45:57] wisaratketmanee: อาตี๋เด้ง
[1:45:58] jowboss_: โรล์เพย์ของเเท้5555
[1:45:58] germa_rkd: เข้าแก๊บ
[1:45:59] kittisuke: ออกข่าวเฉยย
[1:46:00] ffxpwit: rebirthztv10
[1:46:01] NKR_92: กระทืบ หายจ้า
[1:46:08] tungzzx: จริงๆเรื่องรูปไม่ต้องใช้เลย ผอ ยิงก่อนก็โดนเต็มๆละ 5555
[1:46:14] protae999: ปีนี้ลุงต้องได้ถ้วยการละครดีเด่นละ5555
[1:46:15] ZeezarZ: rebirthztvIQ200
[1:46:18] raksapum: นัด1อย่างงั้นหรอ555
[1:46:19] my_rorikon: fc ตัวน้อย เข้าเฟรมตบอด LUL LUL
[1:46:21] traffix_stayxreal: รู้งาน555
[1:46:21] little_cme: little_cme is gifting 1 Tier 1 Subs to RebirthzTV's community! They've gifted a total of 1 in the channel! 
[1:46:22] PIZAHAMY: 555555555555
[1:46:22] little_cme: little_cme gifted a Tier 1 sub to mymildmindmine_! 
[1:46:22] bokuya_: 555555
[1:46:22] rezeero: 555555555
[1:46:23] whiskeyboyyyy: rebirthztvThae
[1:46:24] Periphery32: เต็มจีพูดแค่นี่ผอ5555 iimebsPP
[1:46:24] napat__: 55555555
[1:46:24] wa_sitthichai_rbz: 555655556
[1:46:25] maimelira: 555555555555555
[1:46:25] purple_moon_iusupczz: jackey9JackeyLOL
[1:46:26] 92834917: รู้งานน
[1:46:26] whatlollipop: OneHand
[1:46:26] kappajimmyxXxxX: 55555555
[1:46:26] ArOma7x: 555555555555
[1:46:26] siqsicq10: rebirthztvSunn
[1:46:27] namokrusamkoh: 55555555555555555
[1:46:27] plub126: 555555
[1:46:28] felixx_______: 55555555555555
[1:46:28] 285SodaSingha: 5555
[1:46:28] sixzackz: ชัด55
[1:46:29] IStyleKup: 55555555555555
[1:46:29] bassp__: เยี่ยมๆ
[1:46:29] dts_25: 555555555555555
[1:46:31] pho_pee: 5555
[1:46:31] babykhamsoft: หือเต็มกราฟ 555
[1:46:32] keepitjuicyjustforpapi: ชัด555555555555
[1:46:33] nuipannarai: 555555
[1:46:33] DoMStudent: 555555
[1:46:33] RealBadYKZ: 555555555555555
[1:46:33] MabOnnie: rebirthztv5555 rebirthztv5555
[1:46:34] im_joker_01: พูดดีๆ rebirthztvHaha rebirthztvHaha
[1:46:34] ga_nathaniel: 5555555
[1:46:35] izeeizee223: 55555555555555
[1:46:35] basch4kyz: 5555555
[1:46:35] mark7783: rebirthztvIQ200 rebirthztvIQ200
[1:46:36] alfrid_001: นัดเดียวงั้นหรอ555
[1:46:37] tth3darknesss: 555555
[1:46:37] moo_thot: NotLikeThis NotLikeThis
[1:46:38] contact_8888: 555555
[1:46:38] tirapat008: 5555
[1:46:39] Whatis_happiness: อยู่เป็น555555
[1:46:39] Jackzgoboy: อย่่าว่
[1:46:40] prang_pipo: 5555555
[1:46:41] zixzax_: ตี๋บินเก่งจัด
[1:46:41] wolf_ezth: rebirthztvThae rebirthztvThae rebirthztvThae
[1:46:42] dxholly: ตำรวจไม่ค่อยเชื่อเลย5555
[1:46:43] bar1ccccc: รอมัดตัว55555
[1:46:44] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[1:46:45] panchaphon452549: FamilyMan
[1:46:45] chanatripsongkrasin18: 5555
[1:46:45] wisaratketmanee: ไอ้คนนี้อยู่เป็น
[1:46:46] fujixerox122: DarkMode
[1:46:47] weerapatrawangkay: ตี๋หาย555
[1:46:48] saende446: ระวังปืนพก
[1:46:49] phayapzaza: ไม้ตาย
[1:46:51] edqzto5: โชว์รูปให้โด่วว
[1:46:52] lucky_no1: 5555555
[1:46:53] bthebirdqwp: ดิ้นไม่หลุด
[1:46:54] thanphisit1150: 555555
[1:46:54] tummrin: rebirthztvHurt
[1:46:56] jirawat_ps: เหนือป็อก8ยังมีป็อก9
[1:46:56] banknoi9: jackey9Knife
[1:46:58] jdaikabb: มันกว่า ตี้แก๊งอีก5555
[1:46:59] Black_I__I_Shark: เพลงลุงเปิดนึกถึงแฟรี่เทลเลย555
[1:47:00] rezeero: เปิดกาด มาส่วนกับดัก ไป55555
[1:47:01] teamseau: ในรูปตอนค่ำก่อเหตุตอนสายๆ
[1:47:02] film99o: rebirthztvThae
[1:47:03] boysixning: ผมว่าถ้าเล่าเรื่องต่อยกันอะเล่าไม่เหมือนกันแน่นอน5555
[1:47:04] narawichhhhh_08: jackey9JackeyLOL
[1:47:07] ta2522: รูปปืนใช่ไม่ได้
[1:47:09] i_am_wedday: ไม่ต้องใช้รูปหรอกแค่บอกว่ายิงก็พอเพียงแล้ว55555
[1:47:11] moon_lightp: ระวังรูปปืนพกนะลุง เขาไม่มี
[1:47:11] titttitttii: เอาแค่ต่อยพอออ
[1:47:12] tanavich03: ผอ.แคปจัดๆ555
[1:47:13] Dullyindy: กำลังเริ่ม ตึง 555555555
[1:47:13] boomthanakon_: เลือดเขาเต็มแต่เลือดลุงโดนผอ.กระทืบมา555
[1:47:14] cosmosiv: rebirthztvBad
[1:47:17] bigbear_r: เรียนเชิญแล้ววววว
[1:47:18] suwinpat: พยานเป็นคนที่ไม่รู้จักนี้แหละดิ้นหลุดยาก
[1:47:19] dew_dew23: ลุงบอกเเจ็คด้วยว่าอย่าส่งรูปปืนสั้นไป5555
[1:47:19] Maiitti_: ..
[1:47:20] Scott_ptl: นี้มันแก๊งคนตบทรัพย์
[1:47:20] wave1204: 55555555555555
[1:47:22] gomasdwd: เอารุป ตอนนอน กับวิ่งหนี ก็จบ555
[1:47:25] teatealnw555: 555
[1:47:26] Haris_Cm: สวัสดีครับ
[1:47:27] u6tr: มาจาก ส ป ล ครับ
[1:47:31] lelas555: คุนเปาคนโดนแน่
[1:47:31] jfudidjeh: NotLikeThis
[1:47:35] tbnooppp: rebirthztvHaha
[1:47:37] aum040662: ถ้าเค้าโดนทำร้ายเค้าต้องวอเรียกเพื่อนเเล้ว
[1:47:38] 92834917: ดูเฉยๆเหอะ NotLikeThis NotLikeThis
[1:47:38] FilmMee_Hatsaw: @jirawat_ps เหนือป๊อกเก้ายังมี ป๊อกเก้าสามเด้ง
[1:47:47] safegu17: ตอนนี้ใครเป็นผบ.ตร.อะครับ
[1:47:51] PYJAMAS42: มาอีกแล้ว555
[1:47:51] film90876: rebirthztvTew_SG rebirthztvTew_SG rebirthztvTew_SG
[1:47:52] kxnokphxn_ov: ต้องมีคนทุบโต๊ะแน่5555
[1:48:07] Rihito_Bark: ความจริงกำลังกระจ่าง555
[1:48:11] d_donut_sk: ต.รเอนเอียงน่ะ55
[1:48:11] CusTERza: @filmmee249999 2ใบชนะ3ใบนะ 5555
[1:48:11] banknoi9: jackey9JackeyLOL rebirthztvLove
[1:48:14] domme0000: กินน้ำเตรียมตัวเเล้วผอ
[1:48:15] newn123: ตรงรถมีลอยกระสุนไปหมพี่
[1:48:16] SECHZEHN_: ภาคเสริมแฟรี่เทล มาคาลอฟแกงกิลดาช LUL
[1:48:20] whiskeyboyyyy: rebirthztvNeiyn rebirthztvNeiyn
[1:48:20] fujixerox122: rebirthztvTew
[1:48:21] timmerxxxea: น่ารักอุ
[1:48:22] dew_dew23: เย้ ลุงอ่านเม้น
[1:48:25] Beempcs: 5555555
[1:48:25] felixx_______: ผมดำ 555555555
[1:48:26] iceprat: เปลี่ยนสีผมด้วย
[1:48:26] nonzeedszas10: เปลี่ยนชุด
[1:48:27] jeffy_jc: เปลี่ยนสีผม
[1:48:29] bassp__: ผมสีดำ
[1:48:29] nesk_y: ทำไมผมดำ
[1:48:30] ohbaba11: ง่ายๆเลยถ้าเขาโดนทำร้ายเขาต้องแจ้งความแล้วแต่นี้เขาอยู่เฉย ลุงชนะละผมว่า
[1:48:30] supanat38: เปลี่ยนสีผม
[1:48:31] DDna0012: เหลืองกินเต็มครับ
[1:48:31] panugonth: rebirthztvMc rebirthztvMc rebirthztvMc
[1:48:32] roy_amar: ผมดำ
[1:48:32] kittipong580: สีผมเปรียน555
[1:48:33] xterzeal: เปลื่ยนสีผม
[1:48:33] kongkongiron895: ปกติๆ
[1:48:35] newsirikorn: สีผม
[1:48:36] pond_mako: @sechzehn_ 55554อันนี้ได้
[1:48:36] hamdamnahkap: เปลี่ยนสีผม55555
[1:48:39] babykhamsoft: มันบัคใจเย็นแชท
[1:48:39] i_am_wedday: เปลี่ยนสีด้วย
[1:48:39] mark_msp: เปลี่ยนสีผมเฉย
[1:48:39] Jackerz4: ปกติ
[1:48:40] flukkkxx: สีผมเปลี่ยน
[1:48:40] top_moon: ไมๆ่ผมบัค
[1:48:41] lungdumstyle: เปลี่ยนสีผมเฉย
[1:48:41] sarayut_2000: เปลี่ยนสีสะด้วยย
[1:48:42] ultarlucky: สีผมสีดำเฉย
[1:48:42] mick_ke: มันบัค
[1:48:43] ta2522: บัค
[1:48:44] aunza0631: พีเคเห็นอยู่ชะสีแดงฮะผม
[1:48:44] jetsadakon_frame1352: NotLikeThis
[1:48:44] sawatdeekubbbbb: มันบัคโอ้ยยย
[1:48:45] Dawineiei: ผมบัคคค
[1:48:45] anucha_ff: แชทบอกแน่ๆ
[1:48:47] 0ball_zz: แชทเอ๋อจัด
[1:48:47] DeeKub_G: สีผมไม่ตรงไง
[1:48:48] winterxwinner: ResidentSleeper WutFace
[1:48:48] king_pv: สีผม
[1:48:48] PaoYingShul3: หัวบัคลูก
[1:48:48] tonglly: ตี๋หลุดแน่ๆ
[1:48:49] tonychopperak47: สีมันบัค
[1:48:50] zixcoi3lue: StinkyGlitch
[1:48:50] teatealnw555: 55
[1:48:51] wangseeso: มีพยาน
[1:48:52] Fox115000: ห้ะสีผมดำ
[1:48:53] boomztv8: สีผมมันบัด
[1:48:54] no_name_ku_: ไม่บัคๆ
[1:48:54] film_fee: rebirthztvNeiyn
[1:48:54] moskorawich: ผมบัคใจเย็นๆ
[1:48:56] banknoi9: 55555ร้องเปชี่ยนสี
[1:48:56] shiba98_: ผมดำ 5555
[1:48:57] basedonyour: @newwwsiwatt ทำไมอะ
[1:48:57] ga_nathaniel: WutFace
[1:48:57] I4MFIIM: 5555
[1:48:57] cr3xmmii: มันบัค
[1:49:01] 92834917: @khunakon200127 ไม่ได้ถาม
[1:49:02] kazy919: ร้อง555
[1:49:03] my_rorikon: ถึงเปลี่ยนสีผมก็ไม่ทันหรอก ตร.เค และ ประชาชน เค้าเห็น
[1:49:04] bhuminakkub: มันบัคจ้า
[1:49:04] zornor_xr: มีพยานนน
[1:49:05] songkan0_0: ผมบัคลูกๆๆๆๆๆ
[1:49:05] TEILGODFF: @anucha_ff ดินน้ำ
[1:49:06] suradech11: เล่นใหญ่มาก555
[1:49:07] guylnwzaaaa: แชทเค้าบื้อไรอะ55555
[1:49:07] bigbadboya: ผมสีมันบัค
[1:49:07] JJoJoe: 55555555
[1:49:08] N_Napas: จะพิมตามกันเพื่อ
[1:49:09] prang_pipo: 55555555555555
[1:49:10] 0930421465: มันบัค
[1:49:11] kappajimmyxXxxX: 55555555
[1:49:14] RbSymbolize: 5555 แชทโน1
[1:49:15] chanatripsongkrasin18: 5555
[1:49:15] cechswift: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:49:15] kongkongiron895: สวยยยยยย
[1:49:15] ArOma7x: 5555555555555
[1:49:15] durationn: มันบัคไม่เห็นมันม่วงด้วย
[1:49:16] rezeero: 555555555
[1:49:17] prachkub: 555555555555555
[1:49:17] sawatdeekubbbbb: @basedonyour ??
[1:49:17] imbaiblue: 55555555
[1:49:17] EartHSplAsH: 5555555555
[1:49:17] piawpiaw01: 555
[1:49:18] SECHZEHN_: LUL
[1:49:18] napat__: 555554
[1:49:19] pech_ktm: rp100%
[1:49:19] bar1ccccc: 5555
[1:49:19] midokeruk_: 5555555
[1:49:19] i_am_wedday: จ้างร้อยเล่นล้านจริงๆคนนี้
[1:49:20] dew_ezy: 55555555555555
[1:49:20] xvxivixviiiixxiv: 55555555
[1:49:21] BungseeOrio: SeemsGood SeemsGood SeemsGood
[1:49:21] Rocky_Still: rebirthztvHaha rebirthztvHaha
[1:49:21] mavisokgood: จบ ไม้เด็ด 555555555555555
[1:49:21] boogeyman_66: 5555555555555
[1:49:22] plub126: 555555
[1:49:22] arshiwynternelboy: 555555555
[1:49:24] pa9hapashu: 555555555
[1:49:25] basch4kyz: ยาวววว
[1:49:26] BOOZER___AK47: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:49:26] narakonmax: LUL
[1:49:26] Dullyindy: 55555555555555555
[1:49:26] jdaikabb: อื้ยย ได้ๆ5555
[1:49:26] Hightzal: 5555555
[1:49:26] izeeizee223: เข้าทางละ  555555
[1:49:26] mana5678: 5555&55
[1:49:26] bokuya_: สุดยอดจริงๆ
[1:49:27] film_fee: rebirthztvIQ200
[1:49:27] kk_khamika: 55555555
[1:49:28] Diamondps250: rebirthztvNeiyn rebirthztvNeiyn rebirthztvNeiyn
