[2:30:01] flukeskxs: สวยจริง
[4:11:11] korn_bookieman: 555555
[4:11:11] 2fairr: 555555
[4:11:12] kritsadawisetsap: โห
[4:11:13] nicekykub: ลุงดูเด็กไปเลย
[4:11:14] prottomoya: ไม่แปลก
[4:11:15] ittipat_102: ขำๆ
[4:11:15] wasdwasdxxyz: โห
[4:11:15] watchara4848: โหหหหห
[4:11:15] niineeee: โหหหห 55555
[4:11:17] xp___px: เค
[4:11:19] thanadon35: บิดไหมละ
[4:11:19] golfze12: เบาๆ 555
[4:11:22] chutithep21: ลุงต้องจัดละ
[4:11:22] IcezyBlueII: อย่าไปยอมพี่
[4:11:22] keefcozarrtt: ได้แล้วไม่เล่นต่อขออนุญาติบิดนะ55555
[4:11:22] pea_sperant: ยัดอีกลุง
[4:11:24] buvgfxrjno: ของขึ้นหมด cs
[4:11:25] papluemkub: ลุงเสียได้ไหม
[4:11:26] aaumnad: ใจถึง
[4:11:26] maimoru0208: เค เกีย
[4:11:27] chxkxnzz: ไม่เยอะๆๆ
[4:11:28] wint3rxz_: พน พี่เอส 1ล้าน
[4:11:30] ntpool: ใจเย้นนะลุง55555
[4:11:33] i_am_wedday: มันบิดมั้ยหละ5555555
[4:11:33] kunlapong10: ถ้าลุงหมี นี้คงเเมมมอส
[4:11:34] cutemaru: นี่สิ เลือดนักสู้ของจริง
[4:11:36] gameslip23: ลุงอย่ายอม
[4:11:36] banknoi9: อย่าไปยอมลุง55555
[4:11:37] banks_56: 10000เด็กไปเลย55
[4:11:38] nicekykub: cs2 จะมา ลงทุนยังไงก็คุ้มท
[4:11:42] mikewazski80: ลุงดูกะโหลกไปเลยน้าบบ
[4:11:45] vvwin11: เวปอะไร ะกระซิบ
[4:11:45] icexerxer: พี่เอสตาวาวละ กำไรงี้
[4:11:46] bom0987: โห
[4:11:48] fclkno1: FC DW🤍🤍🤍
[4:11:48] wairong: ตี๋ๆๆ
[4:11:48] badassskidd: ใครบอกบิดว่ะไหนๆถ้าบิดโซเฟิสก็บอกแต่แรกละแชทมั่ว5555
[4:11:49] pea_sperant: ดูสตรีมลุงอย่าห้ามใส่ให้สุด😂
[4:11:50] watchara4848: 555555
[4:11:52] fhucuj: เขาปิดเว็ปหอบเงินแล้วครับ
[4:11:52] aomsinz__stp: 55555555
[4:11:53] nuland: 5555555
[4:11:53] i_kuyy: เค5555
[4:11:53] Ririnrada: 55555555
[4:11:54] mosxxxxxx: ตี๋
[4:11:56] kritsadawisetsap: 555555ตี๋ๆ
[4:11:58] blackjack_xxx: 5555555555555555555555555555
[4:11:59] kkongggg: 5555555
[4:12:00] FOR_FIRST: ตี๋ๆ55555
[4:12:03] Dekmelxx_: ตี๋ๆๆ
[4:12:06] dmh4444: 555555บ5ย5ย5ยุย
[4:12:06] i_am_wedday: ชิหายกว่าเดิมx2 rebirthztvHa
[4:12:09] maimoru0208: ตี๋ไม่เบาเลยอะะ
[4:12:09] lnwm_0993: ตี๋พามั่ว
[4:12:09] DANGERERSS: ต้องตั้งไว้พี่มันจะมีรหัส R เวลาโดนอะไรมันช่วยกู้ได้ครับ
[4:12:09] dew168: rebirthztvHa rebirthztvHa rebirthztvHa
[4:12:10] chxkxnzz: ตี๋ๆๆๆๆๆ
[4:12:10] poms4z: เดี๋ยวกูว่าตี๋โดน555
[4:12:10] wairong: ตี๋ชอบ พี่เอสโดนบิด หัวเราะคิๆ
[4:12:11] teerapatdeer: rebirthztvOmg
[4:12:12] qooooooool: ตี๋ๆพอแล้วๆอายเขา
[4:12:12] aaumnad: ตั้งการละ1
[4:12:15] tarta222za: กวางโดนเสือกิน555555
[4:12:15] THATDANAInew: ตี๋ๆเอสไม่ตลกนะตี๋
[4:12:19] phuthanet_2004: สุด555
[4:12:24] jace_mason: rebirthztvNarukeu rebirthztvNarukeu rebirthztvNarukeu rebirthztvNarukeu
[4:12:26] bom0987: เว็บบิดหมดไม่สนลูกไคร
[4:12:35] badassskidd: ไหนๆใครบอกบิด
[4:12:38] icexerxer: ของหมดปะ
[4:12:39] basterbitxh: ของหมดอีกรอบรึป่าวครับ
[4:12:47] vitchaa: rebirthztvNhong
[4:12:48] san1982tv: บิด555
[4:12:50] finixzku: ชอบหมดของเว็บนี้5555
[4:12:56] vennezia: ของหมดมันจะมีให้เลือกใหม่ครับคนดู
[4:12:59] callmexbxst: @bom0987 อย่ากล่าวหาเขาไปทั่ว
[4:12:59] tomtomzzzz: 555
[4:13:00] wairong: สรุป พี่x เอาไปละ 5555
[4:13:03] badvibeeiei: งานใหญ่ 555555555555555555
[4:13:10] frame_57good: ถ้าบิดเค้าไม่เติมหลอก
[4:13:11] Desolate_TM: ดูโปรไฟล์>แก้ไขโปรไฟล์>การตั้งค่าความเป็นส่วนตัว ละก็แก้โปรไฟล์เป็น สาธารณะ ครับ
[4:13:12] vvwin11: ชื่อหน่อย
[4:13:16] Reindeer_ch: เเล้วพี่ผมเก่งภาษาอังกฤษด้วยสิ5555
[4:13:17] icexerxer: เค
[4:13:20] heremos1: ใช่
[4:13:21] Dekmelxx_: ตี๋ๆๆ5555
[4:13:22] ZeezarZ: เคงานใหญ่
[4:13:25] cutemaru: เหนชื่อ ก็ต้องจ้างแล้วไหม
[4:13:28] i_am_wedday: พี่ตี๋5555555
[4:13:30] ittipat_102: 555665554555555555555
[4:13:31] keefcozarrtt: ตี๋ปั่นจัด555
[4:13:32] san1982tv: 55
[4:13:35] badassskidd: @bom0987 เคยเล่นรึป่าวเหอะ555
[4:13:39] bank_za18: อาตี๋ ใส่ใหญ่เลย555
[4:13:40] wizhwsr_: แนะนำซื้อสกินไปที่ Buff
[4:13:41] nnnutthawet: ตอนนั้นพี่ไปกดรัวเกินรึเปล่า
[4:13:50] buvgfxrjno: ลุงกดถี่ไปไงอันแรก
[4:13:59] authermn: พี่กดไปหลายรอบอะก่อนหน้า
[4:14:01] mO_Del: พี่ไปกดหลายรอบหรือป่าวมันเลยบัต
[4:14:11] tarta222za: แล้วพี่ผมเก่งอังกฤษด้วย
[4:14:16] badvibeeiei: 5555555555555555555555555
[4:14:22] xp___px: ตี๋ๆ 5555555555
[4:14:24] wizhwsr_: 5555555555555
[4:14:25] Reindeer_ch: เค
[4:14:25] OLDMAN18YEAR: 5555555
[4:14:28] pcolorchafikos: NotLikeThis
[4:14:28] aom13002251: ตี้เบาได้เบา
[4:14:31] seeet_so: เอาm4ไปต่อยอด5555
[4:14:32] badassskidd: 5555
[4:14:32] b3st: 555
[4:14:33] cutemaru: 9ปี ที่เมืองนอก
[4:14:33] Desolate_TM: ตี3 เจ๊ไม่นอนอีกหรออ5555
[4:14:35] watchara4848: พี่ตี๋  วงนัวจัดดด
[4:14:35] QQRR1010: NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis
[4:14:36] nsoforrrr: โซเฟิร์สสสสสสสสสสสสส
[4:14:40] bomnerndin: ไปละจู้
[4:14:40] i_am_wedday: เดะจะได้ตั้งกาดต่อยพี่ตี๋ละ555555
[4:14:52] nobi_nolove_: 5555444
[4:14:54] mark_watney594: งานนี้ตี๋ตัวปั่น555
[4:14:56] thistygj: rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew
[4:15:04] quebec_og: rebirthztvAngelTew rebirthztvAngelTew
[4:15:05] bom0987: พระเจ้าจะลง
[4:15:13] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[4:15:15] visscer: เหยดดดด
[4:15:16] pongporn888: rebirthztvRich rebirthztvRich
[4:15:16] ace_s5: rebirthztvSad rebirthztvSad rebirthztvSad rebirthztvSad
[4:15:17] aomsinz__stp: jackey9JackeyLOL
[4:15:19] ovbigxd: พระเจ้าพี่เอสมาละ
[4:15:19] jannker: คนละรูปพี่
[4:15:21] b3st: ตี๋ๆ
[4:15:21] i_am_wedday: ตี๋ๆขอร้อง55555555
[4:15:23] cutemaru: บอกแล้วอย่าห้าม
[4:15:24] chathaipsy: rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew
[4:15:25] abababuuu: ไม่ใช่อันนี้พี่อีกรูป
[4:15:26] nsoforrrr: การลงทุนมีความเสี่ยงนะครับ
[4:15:27] pavitchaya_227: rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew rebirthztvAngelTew
[4:15:28] gmditx: คนละรูป
[4:15:31] twanawatanakul: เหยดดดด
[4:15:31] dreamzxcc1: rebirthztvNarukeu rebirthztvNarukeu rebirthztvNarukeu
[4:15:32] dekhere_pe: เค้าเตอร์อะไรพี่เกียร์เห็นเดิมพันอยู่555555
[4:15:35] Yacthz: คนละรูปรึปาวลุง
[4:15:39] junezanaja: งุฝๆ
[4:15:41] tarta222za: เก่งด้วยไง55555
[4:15:41] teeraphat55: อีกรูป
[4:15:42] jannker: คนละรูป
[4:15:43] backzazaal: คนอื่นเขาก็ใด้ปกติ มีพี่เอสนี้แหละที่ไม่ใด้
[4:15:45] b3st: Subject เจ๊
[4:15:45] dekyoungthug: ยังๆรูปผิด
[4:15:46] talonaja: เค
[4:15:47] buffalokiku: โซเฟิร์ท บอก ตอนแรกผมก็ร้อนรน คิดว่าไม่ได้ แต่สุดท้ายก็ไม่ได้จริงๆ ครับ
[4:15:47] bom0987: ผมว่ามีคนห้ามแหละน้า
[4:15:49] Autkung5K: 555555555
[4:15:50] seeet_so: ลงรูปยัง
[4:15:51] wizhwsr_: Buff gg ไม่ต้องพนันเติมซื้อเลยจบสุด
[4:15:52] nnnutthawet: เค
[4:15:53] hoalland123: คนละรูปปป
[4:15:53] brig_ht3: รูปผิด
[4:15:53] pcolorchafikos: มือไวอีก
[4:15:54] six698: ส่งรูป34ไปนี้ฮาเลยน้ะ
[4:15:55] boza120012: เครูปผิด
[4:15:55] 7ayers: เค
[4:15:59] Yacthz: เอารูปที่มันขึ้นเหมอน error นุ้น
[4:16:00] Chulapapi: รูปผิด
[4:16:01] visscer: 5555ผิด
[4:16:06] jannker: รูปทั่มีปัญญาไง
[4:16:07] dekyoungthug: 5555555555555555
[4:16:08] mocha_latte_g: 5555
[4:16:10] fahhz: 55555555
[4:16:10] Ririnrada: 555555555
[4:16:10] dixkznvzww828: ถูกเเล้วว
[4:16:11] fameloda: 555555555555
[4:16:11] i_am_wedday: ไม่ใช่รูป34
[4:16:11] poom_wer: 55555555
[4:16:11] teeraphat55: 555555
[4:16:11] kritsadawisetsap: 555555
[4:16:12] abababuuu: รูปที่ขึ้นerror
[4:16:12] watchara4848: 555555  ส่งรูปรถ
[4:16:12] badvibeeiei: 555555555555555555555555555555555555
[4:16:12] LARGEBODy_GLHF: 55555555
[4:16:14] nsoforrrr: ส่งรูปมอไซต์ไปนะ ฮา
[4:16:14] pavitchaya_227: 555554
[4:16:15] woraprat201: ถูกแล้วว
[4:16:15] bluesky_cb: เอารูปที่มันมีัญหาพี่
[4:16:16] lucifer_max666: 55555555555555555555555555
[4:16:16] ZeezarZ: 55555555555555
[4:16:16] ittipat_102: 555665545555555555555555555
[4:16:17] thanawat654: 55555555
[4:16:17] jgcnifckkhg: 555555
[4:16:18] blackjack_xxx: 55555555555555555555555555555555555
[4:16:18] seksan_666666666666666669: 5555
[4:16:19] maimoru0208: รูปที่มันรายงานว่ามีปัญหาอะพี่
[4:16:19] icee_pkp_08: LUL
[4:16:19] nnnutthawet: เอารูปที่มันมีปัญหาอะพี่
[4:16:20] kizzwant_125: 110ทรงเชง
[4:16:20] nuengstn2: 55555
[4:16:20] Desolate_TM: 55555555555555555
[4:16:21] Chulapapi: 55555555
[4:16:21] aomsinz__stp: 555555555
[4:16:21] pitzcha: 5555555555555555
[4:16:22] blacklistz112: รูป ที่ขึ้นเทรดไม่ได้ลุง
[4:16:23] sxs0r_i: 5555555555555555555
[4:16:24] qxze1: อาอี๋พารั่ว
[4:16:26] BoonTing02: พิมตามๆกัน
[4:16:26] 7ayers: รูปหลังกดเคลมอะพี่
[4:16:26] donsai420: 555555
[4:16:27] jannker: รูปทั่กดเค้าไปเมื่อกี้ไงลุง
[4:16:29] kenkungggg: หลุด
[4:16:33] cutemaru: ขำเลย
[4:16:37] ittipat_102: ละจะลุยต่อปะพี่
[4:16:37] pradukee: *** เลยครับ เรทถูกว่าใน ***
[4:16:40] frang5678: รูปหย้าโอ้มาก็อตอะพี่
[4:16:40] anuatw: ต้องส่งรูปที่คอนเฟิมไม่ได้คับ
[4:16:41] maimoru0208: ที่มันขึ้นว่าผิดพลาดอะ
[4:16:45] chxkxnzz: อาอี๋พาหลุดดด
[4:16:46] aom13002251: ตี้อย่าพารั่ว555
[4:16:58] buvgfxrjno: เติมได้en
[4:17:03] nuengstn2: ตี๋พารั่ววะ 555
[4:17:04] blacklistz112: ลุงต้องส่งรูป ที่ขึ้นหน้าผิดพลาดไปให้มัน
[4:17:06] jannker: นั้นละ
[4:17:09] THATDANAInew: เรื่องวัดนี่ชอบทำบุญหรอครับ
[4:17:09] seenoomth: หา เทรด ราคาเย็นได้มั้ยงับ
[4:17:11] cutemaru: เติมแล้ววัดได้ ก็มีนะลุงกับหรั่ง
[4:17:13] buffalokiku: เป็นคนธรรมะธรรมโม ชอบเรื่องวัด
[4:17:16] anuatw: ต้องส่งรูปที่เกิดข้อผิดพลาดคับ
[4:17:18] nami_b_akuma: ลุงกดรัวเกิ้นมันเลยขึ้น
[4:17:22] boyhaha02: แคปหน้าเมื่อกี้อะพี่
[4:17:25] ptk543: เค
[4:17:26] marharr025: พี่ต้องต้องส่งรูป ที่ขึ้นหน้าผิดพลาดไปให้เค้า
[4:17:27] sixsaxth: รูปที่มันขึ้นว่ามีปัญหาอะลุง
[4:17:27] finixzku: รอไรลุงลุยยย5555
[4:17:28] lnwm_0993: พี่ไปเล่นกล่องกากดิพี่
[4:17:29] BoonTing02: ลุงเราไม่ติดพนัน 5555
[4:17:29] marm0nn: ลุงต้องส่งรูปerror
[4:17:30] ittipat_102: ลุยๆๆๆๆ
[4:17:35] jannker: เนี้ยบะ
[4:17:40] sixkerrr: เหลือ4ดอล ต่อๆ
[4:17:43] talonaja: ลุงอารมณ์ไหนหนิ
[4:17:44] newton_31: เติมต่อ
[4:17:48] morem_583: ลุงต้องแคปรูปหน้าที่มันขึ้นมาว่าเกิดข้อผิดพลาดแล้วส่ฃให้เค้าครับ
[4:17:50] junezanaja: เหนื่อยกับชราแรงค์
[4:17:53] galaxysadddd: อ่านไทยออกมั้ยนิ
[4:17:55] earth_fc_ice_123: ลุงตังเหลือ4ดอร์ลุยต่อ
[4:17:57] finixzku: เอาไห้เว็บพังไปข้างนึง555555
[4:17:59] tigerzoom222: พี่ต้องต้องส่งรูป ที่ขึ้นหน้าผิดพลาดไปให้เค้าครับ
[4:18:00] newclearvip: ภาษา
[4:18:00] nsoforrrr: รอทีมงานแปป พี่
[4:18:02] ovbigxd: เว็บนั้นโกงพี่ตี๋พี่แบงค์โดนไปแล้ว
[4:18:06] jr_juniorrr: เหลือ4ดอล เล่นได้อยู่
[4:18:06] beermssf435: อหล
[4:18:07] THATDANAInew: เขานอนแล้วลุงเขาตอบพรุ่งนี้ 555
[4:18:09] pilotttz: เขาอ่านไทยไม่ออกนะ
[4:18:11] happy_to_: เค
[4:18:12] cf1ow_: แน๊
[4:18:12] BoonTing02: 55555555555555
[4:18:13] i_kuyy: เค
[4:18:13] nnnutthawet: เขาน่าจะดูจากรูปได้อยู่แหละ ว่ามัน Error55555
[4:18:14] ittipat_102: ไปกันต่อ
[4:18:15] benzzzz_z: ฝรั่งอ่านไทยอ่อ
[4:18:15] wint3rxz_: เอาละไง
[4:18:16] kizzwant_125: เค
[4:18:17] twanawatanakul: เอาละดิ5555555
[4:18:20] heremos1: 555555555
[4:18:20] cutemaru: พี่เกียยังบอก ว่ากำไร พี่
[4:18:20] fameloda: ยิ่งห้ามเหมือนยิ่งยุ
[4:18:23] i_am_wedday: 5555555555ชอบยุด้วยดิพี่ตี๋อะ
[4:18:25] kritsadawisetsap: ตี๋อย่าห้ามกูตี๋555
[4:18:28] chocolate78tv: เหลือ4บาทตัดเลย
[4:18:28] sorsafe2000: นั่น
[4:18:29] NewLASIOz: 55555
[4:18:32] nsoforrrr: แล้วยุกขึ้นด้วยนะ
[4:18:33] sakeenah27: กล่องไม่มันพี่
[4:18:35] watchara4848: พี่ตี๋ วงนัวว555
[4:18:37] bank_pts: 55555
[4:18:38] champ_champ__96: ลุงมี4ดอนลุงเอาไปลงเดิมพนันใด้นะ
[4:18:42] frame_thanatorn: ไม่ห้ามแถมยุด้วย
[4:18:43] anantaruk: ไหนว่าห้าม555
[4:18:44] mdondkd: TwitchUnity TwitchUnity TwitchUnity TwitchUnity
[4:18:45] cutemaru: พี่เกียยังบอก กำไร
[4:18:54] seeet_so: เอารูปที่ขึ้น error เดิมพันดีกว่า
[4:18:57] Yacthz: 100 ดอลนะลุง 555
[4:18:58] JaySanc98: FN นะ
[4:19:02] ovbigxd: ปากบอกพอ แต่ไม่หยุดด
[4:19:03] jameweerakarn: เอาเลยลุง เเชทไม่ห้าม 555
[4:19:08] beermssf435: เอา4ดอนไปเดิมพันเลย
[4:19:10] aaumnad: เค
[4:19:13] jr_juniorrr: สุ่มในสุ่ม
[4:19:16] sakeenah27: ลุงไปเปิดห้องคนอื่นดิ
[4:19:19] wizhwsr_: ซื้อเว็ป buff จบเลย ของในนี้ FN แต่มันก็ไม่ดีขนาดนั้นราคามันดร้อปลง
[4:19:22] ir0bber: สักกล่องไป
[4:19:24] cutemaru: เว็บเหนชื่อสตรีมก็สปอนนะ อยากเปิดมันมือ
[4:19:27] t_carry: เปิดอ่อนๆแล้วเอาไปอัพเกรด
[4:19:34] dew168: rebirthztvHa rebirthztvHa rebirthztvHa
[4:19:36] i_am_wedday: สุ่มออกมาก็ไม่ใช่จะได้ของใหม่จากโรงงานนะ555555
[4:19:36] i_kuyy: ได้ๆ555
[4:19:38] sakeenah27: อันสาม
[4:19:39] benzzzz_z: หาห้อง4ดอลไฝพี่
[4:19:39] max_asp: ลุงเล่นเกมสร้างฐานตอนไหนคับลุง
[4:19:39] cf1ow_: เวอร์จัดตี๋
[4:19:56] cutemaru: มาดิ ไอค่ายมวย
[4:19:59] finixzku: มีแต่รวยกับรวยการพนันบอกเลย5555
[4:20:04] TNKWavE: 555555555555555
[4:20:04] heremos1: เค 555555555
[4:20:04] Yacthz: 5555555
[4:20:05] nsoforrrr: 55555555555555
[4:20:05] vaiperrxhxe: 555555
[4:20:05] ZeromosX: 555555
[4:20:05] djmunremix: 55555
[4:20:05] bedinomoz: 55555555555555555555
[4:20:05] palm1_z: 5555
[4:20:05] nuterl3: 5555
[4:20:05] MasZ1P: 55555555+
[4:20:06] ptk543: 5555
[4:20:06] Nookdwer: 5555
[4:20:06] onlyone_p_: 555555555555
[4:20:07] Desolate_TM: 5555555555555555555
[4:20:07] Rollindey: 555555
[4:20:09] dekyoungthug: 555555555555555
[4:20:09] LARGEBODy_GLHF: 5555555555555
[4:20:09] tarta222za: เค
[4:20:09] pavitchaya_227: 555555
[4:20:10] nnitsupa: WutFace WutFace
[4:20:10] wairong: 55555
[4:20:10] blackjack_xxx: 555555555555555555555555555
[4:20:10] ItzKyuzu: 555555555555555
[4:20:10] b3st: 555
[4:20:12] natchaname: 55555555
[4:20:13] i_am_wedday: 55555555
[4:20:13] ijao_ifxl: 555555555555555
[4:20:13] bigsmilerz: 555555555555
[4:20:15] pea_sperant: 55555555
[4:20:16] Jameza427: จี้จัด
[4:20:16] kritsadawisetsap: 55555
[4:20:19] Ajanblackie: LUL
[4:20:23] TroboyS: หมด 5555
[4:20:25] happy_to_: ต้องสู้ต่อ
[4:20:30] AUMMMMMMM_: อีกร้อยไป
[4:20:30] junezanaja: เอาละ
[4:20:31] akiosakurar: คนจริง
[4:20:32] akawade: 55555555
[4:20:32] One_GodGG: jackey9JackeyLOL jackey9JackeyLOL
[4:20:32] i_kuyy: อีกสัก100บ. มันส์ๆลุง555
[4:20:34] buvgfxrjno: ใช่เจอคน
[4:20:34] khomsan_ok: คนจริงๆ
[4:20:35] nnnutthawet: คนจริงๆ
[4:20:36] BoonTing02: 55555
[4:20:37] wairong: ai
[4:20:37] gekanoress0011: คนจิง ตี๋
[4:20:37] heremos1: 5555555555555555555
[4:20:38] Nookdwer: คนจริง
[4:20:38] cutemaru: คนจริงอันนี้
[4:20:38] gussxeric: คนจริงๆเลย
[4:20:38] zeefor44: ไม่มีAIคนจริง
[4:20:38] banks_56: คนจริงๆ
[4:20:39] iceking440: คนจริงๆ
[4:20:39] dixkznvzww828: คนจริงๆ
[4:20:40] 3eam_naja: คนจริงๆ
[4:20:40] benzzzz_z: คนจริง
[4:20:40] sakeenah27: คนจริงๆพี่
[4:20:41] tanakornnn_: 55555555
[4:20:41] Monlovezx: คนจริง
[4:20:41] beermssf435: คนจริงๆ
[4:20:44] singhbeer: ต้องเล่นหลายๆไม้ ไม้เดียวมันเสี่ยงเกินน
[4:20:45] juicezzza: คนจริง
[4:20:47] brig_ht3: คนจริง
[4:20:51] champ_champ__96: คนจิงๆๆเลยลุง
[4:20:53] hhoio: Aiเยอะ
[4:20:55] sukimaru3: คนจริงๆ ฝรั่งบางคนสตรีมเล่นเลย
[4:20:55] boatx14: คนจริงๆ
[4:20:57] BoonTing02: 555555555555
[4:20:58] jxjzjzjzi: ขายเลย
[4:20:59] chawmel: 5555
[4:20:59] wairong: เอาๆๆ
[4:21:00] watchara4848: 55555
[4:21:00] B4DoubleL: เอาออกกกกก
[4:21:03] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[4:21:06] fransyd1: พี่เฟิสเคยกดเจอ kennys ไง5555
[4:21:06] gun_huus: เอาๆๆ
[4:21:09] buvgfxrjno: มาๆ
[4:21:10] narenritpinta: เอาๆ
[4:21:11] GTestZ: ออกก
[4:21:12] MaZZaYiD: 20k
[4:21:13] peterpanhub: พิดตามกันตึม
[4:21:13] ittipat_102: เอาๆๆๆๆๆ
[4:21:15] twanawatanakul: 20k
[4:21:16] PUBZANA02: StinkyGlitch StinkyGlitch StinkyGlitch
[4:21:16] i_kuyy: เออ เอานุกๆน้อยๆ
[4:21:17] dravilkickxx: เอาเลยพี่
[4:21:17] authermn: อย่ากดรัวนะ
[4:21:18] kizzwant_125: 20k
[4:21:18] AUMMMMMMM_: ร้อยไป
[4:21:19] boza120012: เคการพนันทำไรพี่ไม่ได้
[4:21:20] cutemaru: เอาๆ นี่สิเลือดนักสู้
[4:21:22] QQRR1010: ผานเงินเล่น5555555
[4:21:23] KOHrt: 55555555
[4:21:24] Binnakub: 20k
[4:21:28] samahusamaha: ของชอบเลยยยเห็นคนเสียตังค์อะ555
[4:21:31] One_GodGG: 20M หรอลุง
[4:21:38] t_carry: พี่เปิดกล่องอ่อนๆดีกว่าไหมแล้วเอาไปอัพเกรด
[4:21:40] zzooppqq: เล่นไปเล่นมาเติม1แสน
[4:21:43] detbuome9: ฝรังอ่านไทยออก
[4:21:45] watchara4848: เอาาแล้ววว
[4:21:47] petchppz: 100ดอลไปขำๆ
[4:21:49] zneztz: ภายใน5นาทีๆๆ
[4:21:50] dekyoungthug: 200Mไปลุง
[4:21:50] buvgfxrjno: โค้ดด้วย
[4:21:52] ittipat_102: 30ไปคนกันเอง
[4:21:52] nsoforrrr: นี้คือการแสด
[4:21:52] singhbeer: เล่นหลายๆไม้นะลุง โอกาสพลิกชนะมันเยอะกว่า
[4:21:57] cf1ow_: อาวเรื่อง
[4:21:57] boatx14: ยาวว
[4:21:57] newpy_: โค้ด
[4:21:58] abababuuu: น่าจะไม่ใช่20
[4:21:59] cutemaru: เจอเลือดนักสู้หน๊อยย
[4:21:59] junezanaja: โอเคร ขายโมเดล พรุ่งนี้
[4:22:00] KOHrt: ตี๋เสี้ยมจัด55555
[4:22:01] eternalzx_: ความเห็นไม่ตรงกัน การพนัยย่อมบังเกิด ใส่สุด
[4:22:03] finixzku: ใครว่าการพนันจนไม่มี๊ รวยอย่างเดียวว55555
[4:22:08] sixsaxth: มีล้านหมดล้านมีแสนหมดแสน55555
[4:22:09] nnnutthawet: ส่วนมากผมดูเขาเล่นกันเขาจะเปิดกล่องราคาถูกๆแต่เปิดหลายๆกล่อง Battle กันมันอะพี่
[4:22:10] talonaja: 34 ประเดิมไปลุง
[4:22:10] teerasak_ch: 20ดอลไง
[4:22:10] LerMang: ผมว่าไม่20
[4:22:11] watchara4848: งานนี้ยาวๆๆๆ  5555
[4:22:11] goodnigjt5: rebirthztvRun rebirthztvRun
[4:22:12] さらゆベイビービッグボス: ตี๋ๆ เบาๆหน่อยจะนอน
[4:22:13] buvgfxrjno: โด้ด +10-15%
[4:22:15] djmunremix: โค้ด +10% ใช่ไหม
[4:22:16] Tour_888: ขายทิ้ง
[4:22:16] aihochpingyaakduudnm: พรุ่งนี้ปล่อยโมเดลในตู้ครับ
[4:22:17] prottomoya: ขาย
[4:22:18] bluesky_cb: -kp
[4:22:18] bessamart4032: ใส่โค้ดด้วยนะลุง
[4:22:19] khun_bestx: รวยแน่นอนคับ เจ้าของเว็บอะ
[4:22:19] i_kuyy: มันบังคับขายชัว555
[4:22:20] QQRR1010: ขายเลยลุง
[4:22:21] beermssf435: ขายเถอะลุง
[4:22:22] dogta1150: rebirthztvTadaeng
[4:22:23] natthawur: 20บาทใช่มั้ยลุง
[4:22:24] gun_huus: ขายทิ้ง
[4:22:24] dixkznvzww828: ขาย
[4:22:25] mr_nobody3469: ขาย
[4:22:26] IcezyBlueII: ขายแดก
[4:22:27] heremos1: กดเร็วไปหรอ
[4:22:30] aom13002251: ขายเลยลุง
[4:22:32] jr_juniorrr: บังคับขายทางอ้อม
[4:22:33] james007az: เค
[4:22:33] buvgfxrjno: บังคับขาย555
[4:22:34] finixzku: ขายละรวย
[4:22:37] jxjzjzjzi: บ้งคับขายให้เล่นต่อ555555555
[4:22:37] ovbigxd: ไม่ได้ขายทิ้ง
[4:22:38] watchara4848: ขายเลยยยลุงง  5555
[4:22:40] jak_2550: พี่ต๊่ฝฝ
[4:22:42] Nookdwer: เค งั้นขายเลยละกัน5555
[4:22:42] keefcozarrtt: ลองคิดถึงจำนวนเงินที่ลุงจะได้สิ
[4:22:42] MIsTERJ555: 555555555
[4:22:45] narenritpinta: ยุคสมัยใหม่กำลังมา
[4:22:45] kritsadawisetsap: 55555
[4:22:50] papluemkub: เจ้าของเว็ปแฮะๆๆๆนอนตีพุง
[4:22:51] r3kc: พี่มีสาวเนอะจริงมั้ยพี่
[4:22:51] pea_sperant: พี่ตี๋ป้ายย่อีกพี่เอาอีกๆ
[4:22:51] ppppppppppooii: ตี้ๆขอไปคุยหน้าบ้ารหน่อยน่ะ
[4:22:54] beermssf435: ขายเถอะหาไหม่ชิว
[4:22:55] thistygj: บังตี๋125
[4:22:55] zzooppqq: พี่ตี้ขอคุยหน้าบ้านหน่อย
[4:22:56] bedinomoz: 55555555555555
[4:22:59] ca_ttz: edwinRich edwinRich edwinRich
[4:22:59] i_kuyy: ไอ่หรั่ง มึงเล่นรีบิดกุแหน่ะ
[4:22:59] cutemaru: ภาพของที่เราจะได้
[4:23:02] cf1ow_: ใช่พี่
[4:23:03] phoom_don: เว็บบอกไปละจู้วววววว
[4:23:06] nongmeow26: ถ้าพี่ขายเเลัวเราได้คือเรากินนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนน
[4:23:06] wint3rxz_: Howl
